sample_id,label,sample_type,data_pedigree,source,event_date,state,latitude,longitude,trigger,fatalities,dem_source,rainfall_source,soil_source,landcover_source,original_source_fields,elevation_m,slope_deg,aspect_deg,rainfall_24h_mm,rainfall_72h_mm,rainfall_surround_max_mm,soil_clay_pct,soil_sand_pct,soil_silt_pct,soil_bulk_density,soil_ph,soil_organic_carbon,lc_tree_cover,lc_builtup,saturation_pct,cohesion_kpa
GLC-REAL-6284,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-09-22,Assam,26.1324,91.8342,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Batahghuli', 'source_name': 'Assam Tribune', 'source_link': 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'}",70.0,3.81,90.0,126.76,191.59,,,,,,,,,,,
GLC-REAL-9251,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2016-07-28,Nagaland,25.8702,94.7844,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India', 'source_name': 'Nagaland Post', 'source_link': 'http://nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDEwMDI0Mw%3D%3D'}",1148.0,3.44,146.31,28.36,51.51,,,,,,,,,,,
GLC-REAL-7699,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-08-19,Nagaland,26.0214,94.5224,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Zunheboto district', 'source_name': 'Web India 123', 'source_link': 'http://news.webindia123.com/news/Articles/India/20150819/2663754.html'}",1622.0,32.06,334.8,14.28,30.55,,,,,,,,,,,
GLC-REAL-7664,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-08-11,Manipur,24.7459,93.4251,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Nungba', 'source_name': 'E-PAO', 'source_link': 'http://e-pao.net/GP.asp?src=26..120815.aug15'}",768.0,3.44,123.69,5.97,40.38,,,,,,,,,,,
GLC-REAL-7589,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-08-19,Meghalaya,25.2568,92.3825,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'National Highway 44', 'source_name': 'International Business Times', 'source_link': 'http://www.ibtimes.co.in/meghalaya-massive-landslide-east-jaintia-hills-flash-floods-shillong-hit-normal-life-643439'}",803.0,5.55,300.96,35.06,81.02,,,,,,,,,,,
GLC-REAL-7887,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-08-16,Arunachal Pradesh,27.8835,96.9262,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Hawai', 'source_name': 'The Times of India', 'source_link': 'http://timesofindia.indiatimes.com/city/guwahati/Landslide-cuts-off-Anjaw-district-food-prices-rise/articleshow/48715682.cms'}",976.0,42.2,323.97,7.42,24.99,,,,,,,,,,,
GLC-REAL-9404,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2016-05-01,Arunachal Pradesh,28.0822,96.5316,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Hayuliang, Anjaw district,Arunachal Pradesh, India', 'source_name': 'Business Standard', 'source_link': 'http://www.business-standard.com/article/pti-stories/landslides-in-arunachal-district-no-loss-of-life-116050200846_1.html'}",581.0,31.43,11.0,6.31,22.57,,,,,,,,,,,
GLC-REAL-6287,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-09-22,Assam,26.1295,91.7056,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Dhirenpara', 'source_name': 'Assam Tribune', 'source_link': 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'}",144.0,4.76,53.13,126.76,191.59,,,,,,,,,,,
GLC-REAL-2304,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-08-21,Nagaland,25.5718,94.1211,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland', 'source_name': 'e-pao', 'source_link': 'http://www.e-pao.net/GP.asp?src=21..210810.aug10'}",1625.0,7.65,119.74,5.7,25.64,,,,,,,,,,,
GLC-REAL-5273,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2013-08-04,Nagaland,26.1807,94.5497,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Zhekuto, Nagaland', 'source_name': 'www.nagalandpost.com', 'source_link': 'http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D'}",1648.0,28.08,268.21,5.78,14.93,,,,,,,,,,,
GLC-REAL-8995,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2016-07-14,Assam,26.1963,91.8074,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Noonmati Nijarapar area of the city, Guwahati, Assam, India', 'source_name': 'Indian Express', 'source_link': 'http://indianexpress.com/article/india/india-news-india/separate-landslides-kill-two-in-assam-2913748/'}",174.0,15.04,209.74,7.89,16.48,,,,,,,,,,,
GLC-REAL-2567,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-10-08,Manipur,25.6633,94.4703,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Phek, Manipur', 'source_name': 'morungexpress', 'source_link': 'http://www.morungexpress.com/local/56264.html'}",1452.0,7.65,352.87,52.1,92.98,,,,,,,,,,,
GLC-REAL-6285,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-09-22,Assam,26.159,91.8178,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'VIP Road', 'source_name': 'Assam Tribune', 'source_link': 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'}",65.0,8.1,249.44,126.76,191.59,,,,,,,,,,,
GLC-REAL-868,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2008-10-29,Assam,26.3333,91.25,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Kamrup, and Sonitpur, Assam', 'source_name': 'in.reuters', 'source_link': 'http://in.reuters.com/article/topNews/idINIndia-36198420081029'}",42.0,1.35,315.0,0.03,26.54,,,,,,,,,,,
GLC-REAL-5005,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2013-07-01,Nagaland,26.72,95.029,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Walo Ward, Mon Town, Wokha District, Nagaland', 'source_name': 'www.nagalandpost.com', 'source_link': 'http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MDQ4MQ%3D%3D-gEvw8J4DIOI%3D'}",689.0,8.98,251.57,14.44,33.33,,,,,,,,,,,
GLC-REAL-3860,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2011-07-29,Nagaland,25.4192,94.108,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Maram, Manipur', 'source_name': 'kanglaonline.com', 'source_link': 'http://kanglaonline.com/2011/07/works-minister-visits-landslide-hit-maram-stretch-of-nh2/'}",1393.0,12.77,126.03,4.21,9.26,,,,,,,,,,,
GLC-REAL-1127,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2009-08-27,Assam,25.1718,93.123,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'between Mahur and Phaiding railway stations on Barail hills (Mahur and Barail hills located)', 'source_name': 'prokerala', 'source_link': 'http://www.prokerala.com/news/articles/a75292.html'}",721.0,11.35,355.24,4.12,19.43,,,,,,,,,,,
GLC-REAL-5603,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2013-10-13,Manipur,25.426,94.6024,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Tusom, Manipur', 'source_name': 'www.indiatvnews.com', 'source_link': 'http://www.indiatvnews.com/news/india/people-in-manipur-evacuate-due-to-landslides-volcanic-eruption-fear-baseless-29544.html'}",1339.0,12.05,51.34,0.02,0.04,,,,,,,,,,,
GLC-REAL-2042,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-07-06,Nagaland,26.0093,94.5238,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Zunheboto, Nagaland', 'source_name': 'morungexpress', 'source_link': 'http://www.morungexpress.com/local/51540.html'}",1820.0,20.99,214.38,9.14,35.75,,,,,,,,,,,
GLC-REAL-5442,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2013-09-02,Arunachal Pradesh,27.1614,93.7525,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Arunachal Pradesh', 'source_name': 'ibnlive.in.com', 'source_link': 'http://ibnlive.in.com/news/massive-landslide-in-arunachal-due-to-rainfall-2-districts-remain-cut-off/420409-3-229.html'}",153.0,2.86,180.0,40.7,70.95,,,,,,,,,,,
GLC-REAL-7933,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-09-01,Assam,26.1868,91.6739,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Maligaon', 'source_name': 'Assam Times', 'source_link': 'http://www.assamtimes.org/node/14780'}",50.0,2.13,63.43,8.4,82.12,,,,,,,,,,,
GLC-REAL-3637,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2011-06-21,Nagaland,25.51615,94.23412,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Lasumi village in Phek district, Kohima', 'source_name': 'Morung Express', 'source_link': 'https://web.archive.org/web/20110627132314/http://www.morungexpress.com/regional/67365.html'}",1648.0,19.19,343.3,8.32,18.31,,,,,,,,,,,
GLC-REAL-3837,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2011-07-24,Assam,26.5836,93.0038,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'NH 37', 'source_name': 'e-pao.net', 'source_link': 'http://e-pao.net/GP.asp?src=17..250711.jul11'}",72.0,1.91,90.0,2.3,44.38,,,,,,,,,,,
GLC-REAL-220,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2007-08-31,Manipur,25.1333,93.9667,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Velnal village, Tamei sub-division and Toribari village (3 kilometer toward Tamei from Kangpokpi)', 'source_name': 'kanglaonline.com', 'source_link': 'http://www.kanglaonline.com/index.php?template=headline&newsid=39138&typeid=2'}",1012.0,2.13,296.57,1.28,4.27,,,,,,,,,,,
GLC-REAL-212,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2007-08-26,Meghalaya,25.5576,91.8506,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'National Highway No 44 at Sonarpur in Meghalaya', 'source_name': 'Newspost India.com', 'source_link': 'http://newspostindia.com/report-12963'}",1685.0,5.55,120.96,40.07,55.66,,,,,,,,,,,
GLC-REAL-7372,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-07-31,Manipur,25.0634,94.3415,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Naga Gate along the Ukhrul-Imphal route', 'source_name': 'E-PAO', 'source_link': 'http://e-pao.net/GP.asp?src=22..020815.aug15'}",1773.0,28.91,5.19,79.86,103.04,,,,,,,,,,,
GLC-REAL-2570,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-10-08,Manipur,24.837,93.9128,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur', 'source_name': 'e-pao.net', 'source_link': 'http://e-pao.net/GP.asp?src=6..111010.oct10'}",798.0,18.43,306.87,76.95,132.5,,,,,,,,,,,
GLC-REAL-3806,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2011-07-19,Arunachal Pradesh,27.1032,93.6884,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)', 'source_name': 'ibnlive.in', 'source_link': 'http://ibnlive.in.com/generalnewsfeed/news/three-killed-in-landslides/758753.html'}",147.0,3.02,108.43,58.61,136.8,,,,,,,,,,,
GLC-REAL-2026,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-06-28,Meghalaya,25.4916,91.2698,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Borsorsa(?), West Khasi Hills, Meghalaya', 'source_name': 'neinews', 'source_link': 'http://www.neinews.com/girl-dies-5-injured-in-city-l2-missing-trucks-trapped-in-borsora.html'}",1493.0,11.9,251.57,47.18,124.26,,,,,,,,,,,
GLC-REAL-714,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2008-08-14,Assam,27.163,94.0,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh', 'source_name': 'morungexpress', 'source_link': 'http://www.morungexpress.com/regional/1615.html'}",94.0,0.95,90.0,10.32,32.41,,,,,,,,,,,
GLC-REAL-6110,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-06-27,Assam,26.1619,91.7697,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Bhangagarh, Assam', 'source_name': 'Assam Times', 'source_link': 'http://www.assamtimes.org/node/11181'}",56.0,1.91,270.0,6.85,21.91,,,,,,,,,,,
GLC-REAL-247,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2007-09-08,Manipur,25.0604,93.9877,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Lower Shajouba village near Tadubi along NH 39, Manipur ', 'source_name': 'kanglaonline.com', 'source_link': 'http://www.kanglaonline.com/index.php?template=headline&newsid=39218&typeid=2'}",1516.0,33.72,92.86,19.36,74.29,,,,,,,,,,,
GLC-REAL-4407,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2012-06-13,Assam,25.0951,92.3567,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'NH44, Malidhor area,  Baleswar', 'source_name': 'zeenews.india', 'source_link': 'http://zeenews.india.com/news/assam/road-between-silchar-guwahati-disrupted_781633.html'}",239.0,24.17,344.93,38.73,97.96,,,,,,,,,,,
GLC-REAL-3789,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2011-07-16,Arunachal Pradesh,27.2743,92.9064,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Mebua (8 km from Seppa)', 'source_name': 'english.samaylive', 'source_link': 'http://english.samaylive.com/regional-news/others-news/676490549/flash-floods-in-arunachal-pradesh.html'}",644.0,14.51,255.07,2.2,79.4,,,,,,,,,,,
GLC-REAL-6292,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-09-23,Assam,25.7238,89.9032,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Hatsingimari', 'source_name': 'Deccan Herald', 'source_link': 'http://www.deccanherald.com/content/432481/landslide-guwahati-shillong-highway.html'}",31.0,9.37,315.0,13.14,178.28,,,,,,,,,,,
GLC-REAL-545,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2008-05-20,Assam,24.9849,92.8411,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'A Cachar District village, near village of Srinager, Assam', 'source_name': 'Telegraph India', 'source_link': 'http://www.telegraphindia.com/1080521/jsp/northeast/story_9297276.jsp'}",264.0,17.84,21.25,5.6,22.56,,,,,,,,,,,
GLC-REAL-7265,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-07-22,Manipur,25.5007,93.9854,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Willong-Yangkhullen stretch', 'source_name': 'The Sangai Express', 'source_link': 'http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts'}",1431.0,15.85,266.63,10.3,41.39,,,,,,,,,,,
GLC-REAL-2436,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-09-16,Mizoram,24.3069,93.125,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Taithu village, Churanchandpur district, Mizoram, Manipur', 'source_name': 'mizoramexpress.com', 'source_link': 'http://mizoramexpress.com/index.php/2010/09/landslide-hits-taithu-village-22-people-escape-death/'}",755.0,27.36,104.93,11.4,30.38,,,,,,,,,,,
GLC-REAL-7727,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-08-20,Nagaland,25.6263,94.1057,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'between Phesama and Kuima in Nagaland', 'source_name': 'E-PAO', 'source_link': 'http://e-pao.net/GP.asp?src=11..220815.aug15'}",1520.0,21.05,175.03,8.68,20.24,,,,,,,,,,,
GLC-REAL-7334,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-08-18,Arunachal Pradesh,28.1737,94.7596,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Arunachal Pradesh', 'source_name': 'webindia123', 'source_link': 'http://news.webindia123.com/news/Articles/India/20150820/2664183.html'}",573.0,25.07,175.91,25.29,66.26,,,,,,,,,,,
GLC-REAL-6200,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-08-17,Arunachal Pradesh,27.0869,93.6086,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Arunachal Pradesh/Itanagar', 'source_name': 'One India News', 'source_link': 'http://news.oneindia.in/india/flood-landslides-in-arunachal-pradesh-1504142.html'}",317.0,8.58,6.34,4.65,43.69,,,,,,,,,,,
GLC-REAL-7778,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-08-26,Mizoram,23.8447,93.0514,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Phullen’s main road', 'source_name': 'Indian Express', 'source_link': 'http://indianexpress.com/article/india/india-others/several-houses-swept-away-in-mudslide-in-the-mizoram-town-of-phullen/'}",1089.0,28.08,345.53,3.95,11.51,,,,,,,,,,,
GLC-REAL-6290,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-09-23,Meghalaya,25.5772,91.8666,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Mawbah under Mawprem area', 'source_name': 'Zee News', 'source_link': 'http://zeenews.india.com/news/north-east/eight-die-of-landslide-in-east-khasi-hills_1474744.html'}",1479.0,10.56,100.3,73.98,252.28,,,,,,,,,,,
GLC-REAL-4408,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2012-06-13,Meghalaya,25.5498,92.0757,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'NH44, Kuliang', 'source_name': 'zeenews.india', 'source_link': 'http://zeenews.india.com/news/assam/road-between-silchar-guwahati-disrupted_781633.html'}",1266.0,25.53,60.75,27.68,87.41,,,,,,,,,,,
GLC-REAL-4403,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2012-06-10,Manipur,24.8142,93.5444,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Imphal-Jiribam section of NH-37 , Manipur', 'source_name': 'thehindu', 'source_link': 'http://www.thehindu.com/news/national/article3537166.ece'}",529.0,33.93,228.01,5.93,7.31,,,,,,,,,,,
GLC-REAL-2140,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-07-25,Assam,25.0477,92.801,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'road between Halfong and Redzol(?) or Silchar, Assam', 'source_name': 'Telegraph India', 'source_link': 'http://www.telegraphindia.com/1100727/jsp/northeast/story_12728199.jsp'}",185.0,29.63,174.96,3.43,18.78,,,,,,,,,,,
GLC-REAL-2243,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-08-13,Nagaland,25.70224,94.0462,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland', 'source_name': 'E-PAO', 'source_link': 'http://www.e-pao.net/GP.asp?src=21..210810.aug10'}",1016.0,10.56,153.43,10.61,13.72,,,,,,,,,,,
