event_id,original_event_id,source,country,state_or_province,latitude,longitude,event_date,sample_type,is_landslide,trigger,fatalities,original_source_fields
GLC-REAL-4905,4905,NASA_GLC,India,Nagaland,26.0977,94.7031,2013-06-07,observed_landslide,1,Unknown,0,"{'location_description': 'Kuthur – Huker Road Via Y Anner, Chessore, Nagaland', 'source_name': 'www.nagalandpost.com', 'source_link': 'http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA0NjAwNw%3D%3D-%2FtfIAOw1uMk%3D'}"
GLC-REAL-9186,9186,NASA_GLC,India,Manipur,25.48,94.1383,2016-07-25,observed_landslide,1,Unknown,0,"{'location_description': 'Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India', 'source_name': 'E-Pao', 'source_link': 'http://www.e-pao.net/GP.asp?src=Snipp1..260716.jul16'}"
GLC-REAL-5107,5107,NASA_GLC,India,Nagaland,25.6269,94.1139,2013-07-15,observed_landslide,1,Unknown,0,"{'location_description': 'National Highway 29 Near Phesama Village, Nagaland', 'source_name': 'articles.timesofindia.indiatimes.com', 'source_link': 'http://articles.timesofindia.indiatimes.com/2013-07-15/guwahati/40589516_1_southern-angami-youth-organization-jessami-tadubi'}"
GLC-REAL-7253,7253,NASA_GLC,India,Assam,24.7979,92.9974,2015-07-22,observed_landslide,1,Unknown,0,"{'location_description': 'Lakhipur', 'source_name': 'Assam Times', 'source_link': 'http://www.assamtimes.org/node/14309'}"
GLC-REAL-6286,6286,NASA_GLC,India,Assam,26.1044,91.7082,2014-09-22,observed_landslide,1,Unknown,0,"{'location_description': 'Garchuk', 'source_name': 'Assam Tribune', 'source_link': 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'}"
GLC-REAL-594,594,NASA_GLC,India,Manipur,24.9336,93.8275,2008-06-19,observed_landslide,1,Unknown,0,"{'location_description': 'Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur', 'source_name': 'kanglaonline', 'source_link': 'http://www.kanglaonline.com/index.php?template=headline&newsid=42473&typeid=2'}"
GLC-REAL-5337,5337,NASA_GLC,India,Nagaland,26.4205,94.9731,2013-08-16,observed_landslide,1,Unknown,0,"{'location_description': 'Yakshu, Nagaland', 'source_name': 'www.morungexpress.com', 'source_link': 'http://www.morungexpress.com/local/103875.html'}"
GLC-REAL-3881,3881,NASA_GLC,India,Arunachal Pradesh,27.1034,93.6885,2011-08-05,observed_landslide,1,Unknown,0,"{'location_description': 'Itanagar', 'source_name': 'articles.timesofindia', 'source_link': 'http://articles.timesofindia.indiatimes.com/2011-08-06/guwahati/29861700_1_water-supply-drinking-water-landslides'}"
GLC-REAL-3925,3925,NASA_GLC,India,Arunachal Pradesh,27.4888,93.0153,2011-08-15,observed_landslide,1,Unknown,0,"{'location_description': 'East Kameng, Arunachal Pradesh', 'source_name': 'indianexpress', 'source_link': 'http://www.indianexpress.com/news/landslides-cut-off-arunachal-districts-iaf-to-the-rescue/833599/'}"
GLC-REAL-7383,7383,NASA_GLC,India,Manipur,23.899,94.1434,2015-08-01,observed_landslide,1,Unknown,0,"{'location_description': 'Tuitung village, Khengjoi', 'source_name': 'Hindustan Times', 'source_link': 'http://www.hindustantimes.com/india/20-dead-several-houses-swept-away-in-manipur-landslide/story-KoP6OouFBWhqxSdcnLrXJN.html'}"
GLC-REAL-8900,8900,NASA_GLC,India,Manipur,25.0118,94.3136,2016-07-07,observed_landslide,1,Unknown,0,"{'location_description': 'Imphal-Ukhrul sector of National Highway 102, Manipur, India', 'source_name': 'Eastern Mirror', 'source_link': 'http://www.easternmirrornagaland.com/landslide-hampers-nh-102-traffic-restored/'}"
GLC-REAL-4757,4757,NASA_GLC,India,Arunachal Pradesh,28.1193,95.1645,2013-02-18,observed_landslide,1,Unknown,0,"{'location_description': 'East Siang, Arunachal Pradesh', 'source_name': 'articles.timesofindia.indiatimes.com', 'source_link': 'http://articles.timesofindia.indiatimes.com/2013-02-20/guwahati/37199432_1_fire-mishap-east-siang-massive-landslide'}"
GLC-REAL-7666,7666,NASA_GLC,India,Manipur,25.1019,93.3729,2015-08-11,observed_landslide,1,Unknown,0,"{'location_description': 'Tousem', 'source_name': 'E-PAO', 'source_link': 'http://e-pao.net/GP.asp?src=26..120815.aug15'}"
GLC-REAL-2045,2045,NASA_GLC,India,Nagaland,26.2363,94.8133,2010-07-06,observed_landslide,1,Unknown,0,"{'location_description': 'Tuensang, Nagaland', 'source_name': 'morungexpress', 'source_link': 'http://www.morungexpress.com/local/51540.html'}"
GLC-REAL-7701,7701,NASA_GLC,India,Nagaland,25.6278,94.1051,2015-08-19,observed_landslide,1,Unknown,0,"{'location_description': 'Phesama', 'source_name': 'Nagaland Post', 'source_link': 'http://nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA4NTE4Nw%3D%3D'}"
GLC-REAL-2422,2422,NASA_GLC,India,Mizoram,23.74183,92.71419,2010-09-13,observed_landslide,1,Unknown,0,"{'location_description': 'Hunthar Veng, Mizoram', 'source_name': 'Mizoram Express', 'source_link': 'http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/'}"
GLC-REAL-6513,6513,NASA_GLC,India,Tripura,23.0137,91.7174,2014-08-14,observed_landslide,1,Unknown,0,"{'location_description': 'Sabroom', 'source_name': 'New Indian Express', 'source_link': 'http://www.newindianexpress.com/nation/Landslide-Kills-Three-in-Tripura/2014/08/15/article2381042.ece'}"
GLC-REAL-2248,2248,NASA_GLC,India,Nagaland,26.222,94.9152,2010-08-14,observed_landslide,1,Unknown,0,"{'location_description': 'Noklak-Tuensang road, Nagaland', 'source_name': 'morungexpress', 'source_link': 'http://www.morungexpress.com/frontpage/53726.html'}"
GLC-REAL-5268,5268,NASA_GLC,India,Nagaland,26.0137,94.5163,2013-08-04,observed_landslide,1,Unknown,0,"{'location_description': 'Zunheboto, Nagaland', 'source_name': 'www.morungexpress.com', 'source_link': 'http://www.morungexpress.com/local/101605.html'}"
GLC-REAL-6106,6106,NASA_GLC,India,Assam,26.1407,91.7645,2014-06-26,observed_landslide,1,Unknown,0,"{'location_description': 'Narakasur', 'source_name': 'Two Circles', 'source_link': 'http://twocircles.net/2014jun27/8_killed_assam_landslides_electrocution.html#.U70ydPldU1L'}"
GLC-REAL-3965,3965,NASA_GLC,India,Assam,24.808,93.117,2011-09-06,observed_landslide,1,Unknown,0,"{'location_description': 'NH 37 at Awang Khul\xa0', 'source_name': 'e-pao.net', 'source_link': 'http://e-pao.net/GP.asp?src=Snipp8..080911.sep11'}"
GLC-REAL-6969,6969,NASA_GLC,India,Meghalaya,25.5114,90.215,2015-06-16,observed_landslide,1,Unknown,0,"{'location_description': 'Nakham Bazaar, Tura, Meghalaya', 'source_name': 'The Shillong Times', 'source_link': 'http://www.theshillongtimes.com/2015/06/17/entire-family-among-5-dead-in-tura-landslides/'}"
GLC-REAL-2044,2044,NASA_GLC,India,Nagaland,25.8877,94.7861,2010-07-06,observed_landslide,1,Unknown,0,"{'location_description': 'Kiphire,  Nagaland', 'source_name': 'morungexpress', 'source_link': 'http://www.morungexpress.com/local/51540.html'}"
GLC-REAL-2587,2587,NASA_GLC,India,Nagaland,25.6623,94.1072,2010-10-10,observed_landslide,1,Unknown,0,"{'location_description': 'Lower Chandmari area, PWD department, Kohima, Manipur', 'source_name': 'morungexpress', 'source_link': 'http://www.morungexpress.com/local/56264.html'}"
GLC-REAL-8684,8684,NASA_GLC,India,Assam,25.9611,91.3681,2016-07-07,observed_landslide,1,Unknown,0,"{'location_description': 'Kamrup district, Assam, India', 'source_name': 'Hindustan Times', 'source_link': 'http://www.hindustantimes.com/india-news/two-killed-due-to-landslide-in-assam/story-iWPiQmWinCDc8gZotcTmFM.html'}"
GLC-REAL-1596,1596,NASA_GLC,India,Manipur,24.7339,93.9161,2010-03-27,observed_landslide,1,Unknown,0,"{'location_description': 'LangthAbal Khoupum, Imphal, Manipur', 'source_name': 'news.oneindia', 'source_link': 'http://news.oneindia.in/2010/03/29/rainsstorm-cause-havoc-inmanipur.html'}"
GLC-REAL-1771,1771,NASA_GLC,India,Assam,26.1978,91.7665,2010-04-20,observed_landslide,1,Unknown,0,"{'location_description': 'Raj Bhavan Guwahati, Assam', 'source_name': 'assamtribune', 'source_link': 'http://www.assamtribune.com/scripts/detailsnew.asp?id=apr2110/at06'}"
GLC-REAL-7364,7364,NASA_GLC,India,Manipur,24.819,94.3551,2015-07-31,observed_landslide,1,Unknown,0,"{'location_description': 'Phungyar road', 'source_name': 'E-PAO', 'source_link': 'http://e-pao.net/GP.asp?src=22..010815.aug15'}"
GLC-REAL-6968,6968,NASA_GLC,India,Meghalaya,25.463,92.2121,2015-06-13,observed_landslide,1,Unknown,0,"{'location_description': 'Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizoramon', 'source_name': 'newKarala', 'source_link': 'http://www.newkerala.com/news/2015/fullnews-73439.html'}"
GLC-REAL-7373,7373,NASA_GLC,India,Manipur,24.9111,94.4759,2015-08-01,observed_landslide,1,Unknown,0,"{'location_description': 'between Maku village and Kamjong sub division', 'source_name': 'E-PAO', 'source_link': 'http://e-pao.net/GP.asp?src=22..020815.aug15'}"
GLC-REAL-4570,4570,NASA_GLC,India,Arunachal Pradesh,27.8458,95.2253,2012-09-19,observed_landslide,1,Unknown,0,"{'location_description': '\xa0Arunachal Pradesh\xa0', 'source_name': 'articles.timesofindia', 'source_link': 'http://articles.timesofindia.indiatimes.com/2012-09-19/guwahati/33951873_1_landslides-road-communication-water-tank'}"
GLC-REAL-1935,1935,NASA_GLC,India,Tripura,23.8986,91.7599,2010-06-03,observed_landslide,1,Unknown,0,"{'location_description': 'atharamura hills, Highway 44, Tripura', 'source_name': 'Telegraph India', 'source_link': 'http://www.telegraphindia.com/1100605/jsp/northeast/story_12529386.jsp'}"
GLC-REAL-2577,2577,NASA_GLC,India,Nagaland,25.5265,93.8673,2010-10-09,observed_landslide,1,Unknown,0,"{'location_description': 'NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur', 'source_name': 'e-pao', 'source_link': 'http://www.e-pao.net/GP.asp?src=5..101010.oct10'}"
GLC-REAL-7276,7276,NASA_GLC,India,Assam,26.1062,91.8717,2015-07-25,observed_landslide,1,Unknown,0,"{'source_name': 'ASSAM Talks', 'source_link': 'http://www.assamtalks.com/2-killed-in-jorabat-landslide.html'}"
GLC-REAL-2576,2576,NASA_GLC,India,Nagaland,25.4788,94.1399,2010-10-09,observed_landslide,1,Unknown,0,"{'location_description': 'NH-39 at Tobio village(?), 7 km form Tadubi, Manipur', 'source_name': 'e-pao', 'source_link': 'http://www.e-pao.net/GP.asp?src=5..101010.oct10'}"
GLC-REAL-6293,6293,NASA_GLC,India,Meghalaya,25.5006,90.0896,2014-10-20,observed_landslide,1,Unknown,0,"{'location_description': 'South West Garo Hills', 'source_name': 'TIMES OF INDIA', 'source_link': 'http://timesofindia.indiatimes.com/city/guwahati/Landslide-deluge-kill-7-in-Meghalayas-Garo-Hills/articleshow/43174646.cms'}"
GLC-REAL-4858,4858,NASA_GLC,India,Assam,26.1662,91.7138,2013-05-11,observed_landslide,1,Unknown,0,"{'location_description': 'Nursery, North Guwahati, Guwahati, Assam,', 'source_name': 'articles.timesofindia.indiatimes.com', 'source_link': 'http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203561_1_artificial-floods-guwahati-municipal-corporation-gs-road'}"
GLC-REAL-5269,5269,NASA_GLC,India,Nagaland,25.8376,94.5234,2013-08-04,observed_landslide,1,Unknown,0,"{'location_description': 'Tizu, Nagaland', 'source_name': 'www.nagalandpost.com', 'source_link': 'http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D'}"
GLC-REAL-5270,5270,NASA_GLC,India,Nagaland,26.0481,94.4619,2013-08-04,observed_landslide,1,Unknown,0,"{'location_description': 'Phizo, Nagaland', 'source_name': 'www.nagalandpost.com', 'source_link': 'http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D'}"
GLC-REAL-6284,6284,NASA_GLC,India,Assam,26.1324,91.8342,2014-09-22,observed_landslide,1,Unknown,0,"{'location_description': 'Batahghuli', 'source_name': 'Assam Tribune', 'source_link': 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'}"
GLC-REAL-9251,9251,NASA_GLC,India,Nagaland,25.8702,94.7844,2016-07-28,observed_landslide,1,Unknown,0,"{'location_description': 'Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India', 'source_name': 'Nagaland Post', 'source_link': 'http://nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDEwMDI0Mw%3D%3D'}"
GLC-REAL-7699,7699,NASA_GLC,India,Nagaland,26.0214,94.5224,2015-08-19,observed_landslide,1,Unknown,0,"{'location_description': 'Zunheboto district', 'source_name': 'Web India 123', 'source_link': 'http://news.webindia123.com/news/Articles/India/20150819/2663754.html'}"
GLC-REAL-7664,7664,NASA_GLC,India,Manipur,24.7459,93.4251,2015-08-11,observed_landslide,1,Unknown,0,"{'location_description': 'Nungba', 'source_name': 'E-PAO', 'source_link': 'http://e-pao.net/GP.asp?src=26..120815.aug15'}"
GLC-REAL-7589,7589,NASA_GLC,India,Meghalaya,25.2568,92.3825,2015-08-19,observed_landslide,1,Unknown,0,"{'location_description': 'National Highway 44', 'source_name': 'International Business Times', 'source_link': 'http://www.ibtimes.co.in/meghalaya-massive-landslide-east-jaintia-hills-flash-floods-shillong-hit-normal-life-643439'}"
GLC-REAL-7887,7887,NASA_GLC,India,Arunachal Pradesh,27.8835,96.9262,2015-08-16,observed_landslide,1,Unknown,0,"{'location_description': 'Hawai', 'source_name': 'The Times of India', 'source_link': 'http://timesofindia.indiatimes.com/city/guwahati/Landslide-cuts-off-Anjaw-district-food-prices-rise/articleshow/48715682.cms'}"
GLC-REAL-9404,9404,NASA_GLC,India,Arunachal Pradesh,28.0822,96.5316,2016-05-01,observed_landslide,1,Unknown,0,"{'location_description': 'Hayuliang, Anjaw district,Arunachal Pradesh, India', 'source_name': 'Business Standard', 'source_link': 'http://www.business-standard.com/article/pti-stories/landslides-in-arunachal-district-no-loss-of-life-116050200846_1.html'}"
GLC-REAL-6287,6287,NASA_GLC,India,Assam,26.1295,91.7056,2014-09-22,observed_landslide,1,Unknown,0,"{'location_description': 'Dhirenpara', 'source_name': 'Assam Tribune', 'source_link': 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'}"
GLC-REAL-2304,2304,NASA_GLC,India,Nagaland,25.5718,94.1211,2010-08-21,observed_landslide,1,Unknown,0,"{'location_description': 'NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland', 'source_name': 'e-pao', 'source_link': 'http://www.e-pao.net/GP.asp?src=21..210810.aug10'}"
GLC-REAL-5273,5273,NASA_GLC,India,Nagaland,26.1807,94.5497,2013-08-04,observed_landslide,1,Unknown,0,"{'location_description': 'Zhekuto, Nagaland', 'source_name': 'www.nagalandpost.com', 'source_link': 'http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D'}"
GLC-REAL-8995,8995,NASA_GLC,India,Assam,26.1963,91.8074,2016-07-14,observed_landslide,1,Unknown,0,"{'location_description': 'Noonmati Nijarapar area of the city, Guwahati, Assam, India', 'source_name': 'Indian Express', 'source_link': 'http://indianexpress.com/article/india/india-news-india/separate-landslides-kill-two-in-assam-2913748/'}"
GLC-REAL-2567,2567,NASA_GLC,India,Manipur,25.6633,94.4703,2010-10-08,observed_landslide,1,Unknown,0,"{'location_description': 'Phek, Manipur', 'source_name': 'morungexpress', 'source_link': 'http://www.morungexpress.com/local/56264.html'}"
GLC-REAL-6285,6285,NASA_GLC,India,Assam,26.159,91.8178,2014-09-22,observed_landslide,1,Unknown,0,"{'location_description': 'VIP Road', 'source_name': 'Assam Tribune', 'source_link': 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'}"
GLC-REAL-868,868,NASA_GLC,India,Assam,26.3333,91.25,2008-10-29,observed_landslide,1,Unknown,0,"{'location_description': 'Kamrup, and Sonitpur, Assam', 'source_name': 'in.reuters', 'source_link': 'http://in.reuters.com/article/topNews/idINIndia-36198420081029'}"
GLC-REAL-5005,5005,NASA_GLC,India,Nagaland,26.72,95.029,2013-07-01,observed_landslide,1,Unknown,0,"{'location_description': 'Walo Ward, Mon Town, Wokha District, Nagaland', 'source_name': 'www.nagalandpost.com', 'source_link': 'http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MDQ4MQ%3D%3D-gEvw8J4DIOI%3D'}"
GLC-REAL-3860,3860,NASA_GLC,India,Nagaland,25.4192,94.108,2011-07-29,observed_landslide,1,Unknown,0,"{'location_description': 'Maram, Manipur', 'source_name': 'kanglaonline.com', 'source_link': 'http://kanglaonline.com/2011/07/works-minister-visits-landslide-hit-maram-stretch-of-nh2/'}"
GLC-REAL-1127,1127,NASA_GLC,India,Assam,25.1718,93.123,2009-08-27,observed_landslide,1,Unknown,0,"{'location_description': 'between Mahur and Phaiding railway stations on Barail hills (Mahur and Barail hills located)', 'source_name': 'prokerala', 'source_link': 'http://www.prokerala.com/news/articles/a75292.html'}"
GLC-REAL-5603,5603,NASA_GLC,India,Manipur,25.426,94.6024,2013-10-13,observed_landslide,1,Unknown,0,"{'location_description': 'Tusom, Manipur', 'source_name': 'www.indiatvnews.com', 'source_link': 'http://www.indiatvnews.com/news/india/people-in-manipur-evacuate-due-to-landslides-volcanic-eruption-fear-baseless-29544.html'}"
GLC-REAL-2042,2042,NASA_GLC,India,Nagaland,26.0093,94.5238,2010-07-06,observed_landslide,1,Unknown,0,"{'location_description': 'Zunheboto, Nagaland', 'source_name': 'morungexpress', 'source_link': 'http://www.morungexpress.com/local/51540.html'}"
GLC-REAL-5442,5442,NASA_GLC,India,Arunachal Pradesh,27.1614,93.7525,2013-09-02,observed_landslide,1,Unknown,0,"{'location_description': 'Arunachal Pradesh', 'source_name': 'ibnlive.in.com', 'source_link': 'http://ibnlive.in.com/news/massive-landslide-in-arunachal-due-to-rainfall-2-districts-remain-cut-off/420409-3-229.html'}"
GLC-REAL-7933,7933,NASA_GLC,India,Assam,26.1868,91.6739,2015-09-01,observed_landslide,1,Unknown,0,"{'location_description': 'Maligaon', 'source_name': 'Assam Times', 'source_link': 'http://www.assamtimes.org/node/14780'}"
GLC-REAL-3637,3637,NASA_GLC,India,Nagaland,25.51615,94.23412,2011-06-21,observed_landslide,1,Unknown,0,"{'location_description': 'Lasumi village in Phek district, Kohima', 'source_name': 'Morung Express', 'source_link': 'https://web.archive.org/web/20110627132314/http://www.morungexpress.com/regional/67365.html'}"
GLC-REAL-3837,3837,NASA_GLC,India,Assam,26.5836,93.0038,2011-07-24,observed_landslide,1,Unknown,0,"{'location_description': 'NH 37', 'source_name': 'e-pao.net', 'source_link': 'http://e-pao.net/GP.asp?src=17..250711.jul11'}"
GLC-REAL-220,220,NASA_GLC,India,Manipur,25.1333,93.9667,2007-08-31,observed_landslide,1,Unknown,0,"{'location_description': 'Velnal village, Tamei sub-division and Toribari village (3 kilometer toward Tamei from Kangpokpi)', 'source_name': 'kanglaonline.com', 'source_link': 'http://www.kanglaonline.com/index.php?template=headline&newsid=39138&typeid=2'}"
GLC-REAL-212,212,NASA_GLC,India,Meghalaya,25.5576,91.8506,2007-08-26,observed_landslide,1,Unknown,0,"{'location_description': 'National Highway No 44 at Sonarpur in Meghalaya', 'source_name': 'Newspost India.com', 'source_link': 'http://newspostindia.com/report-12963'}"
GLC-REAL-7372,7372,NASA_GLC,India,Manipur,25.0634,94.3415,2015-07-31,observed_landslide,1,Unknown,0,"{'location_description': 'Naga Gate along the Ukhrul-Imphal route', 'source_name': 'E-PAO', 'source_link': 'http://e-pao.net/GP.asp?src=22..020815.aug15'}"
GLC-REAL-2570,2570,NASA_GLC,India,Manipur,24.837,93.9128,2010-10-08,observed_landslide,1,Unknown,0,"{'location_description': 'Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur', 'source_name': 'e-pao.net', 'source_link': 'http://e-pao.net/GP.asp?src=6..111010.oct10'}"
GLC-REAL-3806,3806,NASA_GLC,India,Arunachal Pradesh,27.1032,93.6884,2011-07-19,observed_landslide,1,Unknown,0,"{'location_description': 'Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)', 'source_name': 'ibnlive.in', 'source_link': 'http://ibnlive.in.com/generalnewsfeed/news/three-killed-in-landslides/758753.html'}"
GLC-REAL-2026,2026,NASA_GLC,India,Meghalaya,25.4916,91.2698,2010-06-28,observed_landslide,1,Unknown,0,"{'location_description': 'Borsorsa(?), West Khasi Hills, Meghalaya', 'source_name': 'neinews', 'source_link': 'http://www.neinews.com/girl-dies-5-injured-in-city-l2-missing-trucks-trapped-in-borsora.html'}"
GLC-REAL-714,714,NASA_GLC,India,Assam,27.163,94.0,2008-08-14,observed_landslide,1,Unknown,0,"{'location_description': 'Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh', 'source_name': 'morungexpress', 'source_link': 'http://www.morungexpress.com/regional/1615.html'}"
GLC-REAL-6110,6110,NASA_GLC,India,Assam,26.1619,91.7697,2014-06-27,observed_landslide,1,Unknown,0,"{'location_description': 'Bhangagarh, Assam', 'source_name': 'Assam Times', 'source_link': 'http://www.assamtimes.org/node/11181'}"
GLC-REAL-247,247,NASA_GLC,India,Manipur,25.0604,93.9877,2007-09-08,observed_landslide,1,Unknown,0,"{'location_description': 'Lower Shajouba village near Tadubi along NH 39, Manipur ', 'source_name': 'kanglaonline.com', 'source_link': 'http://www.kanglaonline.com/index.php?template=headline&newsid=39218&typeid=2'}"
GLC-REAL-4407,4407,NASA_GLC,India,Assam,25.0951,92.3567,2012-06-13,observed_landslide,1,Unknown,0,"{'location_description': 'NH44, Malidhor area,  Baleswar', 'source_name': 'zeenews.india', 'source_link': 'http://zeenews.india.com/news/assam/road-between-silchar-guwahati-disrupted_781633.html'}"
GLC-REAL-3789,3789,NASA_GLC,India,Arunachal Pradesh,27.2743,92.9064,2011-07-16,observed_landslide,1,Unknown,0,"{'location_description': 'Mebua (8 km from Seppa)', 'source_name': 'english.samaylive', 'source_link': 'http://english.samaylive.com/regional-news/others-news/676490549/flash-floods-in-arunachal-pradesh.html'}"
GLC-REAL-6292,6292,NASA_GLC,India,Assam,25.7238,89.9032,2014-09-23,observed_landslide,1,Unknown,0,"{'location_description': 'Hatsingimari', 'source_name': 'Deccan Herald', 'source_link': 'http://www.deccanherald.com/content/432481/landslide-guwahati-shillong-highway.html'}"
GLC-REAL-545,545,NASA_GLC,India,Assam,24.9849,92.8411,2008-05-20,observed_landslide,1,Unknown,0,"{'location_description': 'A Cachar District village, near village of Srinager, Assam', 'source_name': 'Telegraph India', 'source_link': 'http://www.telegraphindia.com/1080521/jsp/northeast/story_9297276.jsp'}"
GLC-REAL-7265,7265,NASA_GLC,India,Manipur,25.5007,93.9854,2015-07-22,observed_landslide,1,Unknown,0,"{'location_description': 'Willong-Yangkhullen stretch', 'source_name': 'The Sangai Express', 'source_link': 'http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts'}"
GLC-REAL-2436,2436,NASA_GLC,India,Mizoram,24.3069,93.125,2010-09-16,observed_landslide,1,Unknown,0,"{'location_description': 'Taithu village, Churanchandpur district, Mizoram, Manipur', 'source_name': 'mizoramexpress.com', 'source_link': 'http://mizoramexpress.com/index.php/2010/09/landslide-hits-taithu-village-22-people-escape-death/'}"
GLC-REAL-7727,7727,NASA_GLC,India,Nagaland,25.6263,94.1057,2015-08-20,observed_landslide,1,Unknown,0,"{'location_description': 'between Phesama and Kuima in Nagaland', 'source_name': 'E-PAO', 'source_link': 'http://e-pao.net/GP.asp?src=11..220815.aug15'}"
GLC-REAL-7334,7334,NASA_GLC,India,Arunachal Pradesh,28.1737,94.7596,2015-08-18,observed_landslide,1,Unknown,0,"{'location_description': 'Arunachal Pradesh', 'source_name': 'webindia123', 'source_link': 'http://news.webindia123.com/news/Articles/India/20150820/2664183.html'}"
GLC-REAL-6200,6200,NASA_GLC,India,Arunachal Pradesh,27.0869,93.6086,2014-08-17,observed_landslide,1,Unknown,0,"{'location_description': 'Arunachal Pradesh/Itanagar', 'source_name': 'One India News', 'source_link': 'http://news.oneindia.in/india/flood-landslides-in-arunachal-pradesh-1504142.html'}"
GLC-REAL-7778,7778,NASA_GLC,India,Mizoram,23.8447,93.0514,2015-08-26,observed_landslide,1,Unknown,0,"{'location_description': 'Phullen’s main road', 'source_name': 'Indian Express', 'source_link': 'http://indianexpress.com/article/india/india-others/several-houses-swept-away-in-mudslide-in-the-mizoram-town-of-phullen/'}"
GLC-REAL-6290,6290,NASA_GLC,India,Meghalaya,25.5772,91.8666,2014-09-23,observed_landslide,1,Unknown,0,"{'location_description': 'Mawbah under Mawprem area', 'source_name': 'Zee News', 'source_link': 'http://zeenews.india.com/news/north-east/eight-die-of-landslide-in-east-khasi-hills_1474744.html'}"
GLC-REAL-4408,4408,NASA_GLC,India,Meghalaya,25.5498,92.0757,2012-06-13,observed_landslide,1,Unknown,0,"{'location_description': 'NH44, Kuliang', 'source_name': 'zeenews.india', 'source_link': 'http://zeenews.india.com/news/assam/road-between-silchar-guwahati-disrupted_781633.html'}"
GLC-REAL-4403,4403,NASA_GLC,India,Manipur,24.8142,93.5444,2012-06-10,observed_landslide,1,Unknown,0,"{'location_description': 'Imphal-Jiribam section of NH-37 , Manipur', 'source_name': 'thehindu', 'source_link': 'http://www.thehindu.com/news/national/article3537166.ece'}"
GLC-REAL-2140,2140,NASA_GLC,India,Assam,25.0477,92.801,2010-07-25,observed_landslide,1,Unknown,0,"{'location_description': 'road between Halfong and Redzol(?) or Silchar, Assam', 'source_name': 'Telegraph India', 'source_link': 'http://www.telegraphindia.com/1100727/jsp/northeast/story_12728199.jsp'}"
GLC-REAL-2243,2243,NASA_GLC,India,Nagaland,25.70224,94.0462,2010-08-13,observed_landslide,1,Unknown,0,"{'location_description': 'NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland', 'source_name': 'E-PAO', 'source_link': 'http://www.e-pao.net/GP.asp?src=21..210810.aug10'}"
GLC-REAL-9142,9142,NASA_GLC,India,Nagaland,26.3185,94.5247,2016-06-14,observed_landslide,1,Unknown,0,"{'location_description': 'lower Majakong Ward, Mokokchung, Nagaland, India', 'source_name': 'Nagaland Post', 'source_link': 'http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA5ODM4NA%3D%3D'}"
GLC-REAL-6107,6107,NASA_GLC,India,Assam,26.1844,91.7896,2014-06-26,observed_landslide,1,Unknown,0,"{'location_description': 'Bamunimaidam', 'source_name': 'Two Circles', 'source_link': 'http://twocircles.net/2014jun27/8_killed_assam_landslides_electrocution.html#.U70ydPldU1L'}"
GLC-REAL-255,255,NASA_GLC,India,Manipur,24.2451,94.0691,2007-09-10,observed_landslide,1,Unknown,0,"{'location_description': 'Wamkhu village along the Tengnoupal-Joupi road in Chandel district', 'source_name': 'e-Pao.net', 'source_link': 'http://www.e-pao.net/GP.asp?src=Snipp7..120907.sep07'}"
