event_id,original_event_id,source,country,state_or_province,latitude,longitude,event_date,sample_type,is_landslide,trigger,fatalities,nearest_event_distance_km,original_source_fields
BG-NER-0093,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.99153,94.79232,2013-06-07,background,0,None (Background Reference),0,10.05,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 10.05, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0094,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.56095,94.27838,2013-08-16,background,0,None (Background Reference),0,6.67,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 6.67, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0095,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.22963,94.96375,2010-10-09,background,0,None (Background Reference),0,42.38,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 42.38, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0096,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.28314,95.08174,2010-07-06,background,0,None (Background Reference),0,50.72,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 50.72, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0097,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.99899,94.70088,2010-07-20,background,0,None (Background Reference),0,26.49,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 26.49, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0098,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.26455,93.31944,2010-10-09,background,0,None (Background Reference),0,47.4,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 47.4, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0099,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.39521,93.9289,2007-10-19,background,0,None (Background Reference),0,8.46,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 8.46, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0100,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.56071,93.62439,2010-10-09,background,0,None (Background Reference),0,50.02,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 50.02, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0101,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.79846,94.97137,2011-07-11,background,0,None (Background Reference),0,8.39,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 8.39, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0102,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.97042,94.29198,2010-10-08,background,0,None (Background Reference),0,33.99,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 33.99, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0103,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.59404,94.09264,2015-08-19,background,0,None (Background Reference),0,49.75,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 49.75, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0104,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.83948,94.11834,2015-08-19,background,0,None (Background Reference),0,37.84,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 37.84, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0105,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.54365,94.24434,2010-10-09,background,0,None (Background Reference),0,36.57,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 36.57, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0106,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.42838,94.26923,2010-07-20,background,0,None (Background Reference),0,9.54,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 9.54, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0107,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.47382,94.71072,2016-07-28,background,0,None (Background Reference),0,17.76,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 17.76, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0108,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.21658,94.31338,2010-07-06,background,0,None (Background Reference),0,12.49,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 12.49, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0109,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.54122,93.90823,2010-10-08,background,0,None (Background Reference),0,4.42,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 4.42, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0110,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.9053,94.1721,2015-08-20,background,0,None (Background Reference),0,3.02,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 3.02, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0111,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.29083,93.64773,2010-08-14,background,0,None (Background Reference),0,14.85,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 14.85, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0112,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.12139,94.98172,2010-07-19,background,0,None (Background Reference),0,13.01,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 13.01, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0113,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.74314,93.66702,2010-10-09,background,0,None (Background Reference),0,29.3,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 29.3, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0114,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.1464,93.48528,2010-10-10,background,0,None (Background Reference),0,52.65,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 52.65, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0115,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.35364,94.89882,2010-10-08,background,0,None (Background Reference),0,30.85,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 30.85, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0116,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.88992,94.64251,2011-06-20,background,0,None (Background Reference),0,6.47,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 6.47, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0117,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.13228,94.72054,2010-08-14,background,0,None (Background Reference),0,4.22,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 4.22, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0118,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.05327,94.99662,2013-07-15,background,0,None (Background Reference),0,18.67,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 18.67, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0119,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.66996,93.88893,2011-07-11,background,0,None (Background Reference),0,40.16,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 40.16, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0120,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.91769,94.59652,2007-09-09,background,0,None (Background Reference),0,4.49,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 4.49, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0121,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.48072,94.0632,2013-08-04,background,0,None (Background Reference),0,39.2,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 39.2, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0122,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.03763,95.12531,2011-06-20,background,0,None (Background Reference),0,29.33,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 29.33, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0123,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.83504,93.57939,2013-06-07,background,0,None (Background Reference),0,23.58,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 23.58, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0124,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.53401,94.30464,2013-08-16,background,0,None (Background Reference),0,31.63,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 31.63, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0125,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.1526,93.68272,2010-08-13,background,0,None (Background Reference),0,44.17,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 44.17, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0126,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.60964,93.58425,2013-08-04,background,0,None (Background Reference),0,45.78,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 45.78, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0127,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.51075,93.44643,2013-08-16,background,0,None (Background Reference),0,44.77,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 44.77, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0128,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.24322,94.55471,2010-10-09,background,0,None (Background Reference),0,10.38,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 10.38, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0129,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.72725,94.18863,2010-07-06,background,0,None (Background Reference),0,9.02,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 9.02, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0130,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.12839,94.54953,2013-08-15,background,0,None (Background Reference),0,5.16,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 5.16, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0131,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.50044,94.77639,2010-07-19,background,0,None (Background Reference),0,19.33,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 19.33, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0132,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.8959,94.02332,2013-08-09,background,0,None (Background Reference),0,29.79,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 29.79, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0133,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.77164,93.478,2013-06-07,background,0,None (Background Reference),0,35.53,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 35.53, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0134,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.58197,94.01031,2010-08-17,background,0,None (Background Reference),0,9.38,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 9.38, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0135,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.36831,94.88677,2010-07-06,background,0,None (Background Reference),0,29.28,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 29.28, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0136,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.93232,93.57477,2015-08-19,background,0,None (Background Reference),0,16.94,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 16.94, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0137,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.80528,93.98314,2008-08-07,background,0,None (Background Reference),0,33.43,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 33.43, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0138,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.38282,93.35736,2007-08-28,background,0,None (Background Reference),0,41.67,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 41.67, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0139,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.14585,94.19985,2015-06-24,background,0,None (Background Reference),0,5.05,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 5.05, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0140,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.98153,93.87935,2010-10-08,background,0,None (Background Reference),0,24.48,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 24.48, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0141,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.64757,95.06756,2011-07-29,background,0,None (Background Reference),0,37.64,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 37.64, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0142,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.47748,94.73855,2016-06-14,background,0,None (Background Reference),0,14.82,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 14.82, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0143,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.86522,94.43782,2011-08-18,background,0,None (Background Reference),0,9.1,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 9.1, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0144,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.34938,94.59568,2013-08-04,background,0,None (Background Reference),0,4.77,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 4.77, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0145,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.71036,94.87901,2010-07-06,background,0,None (Background Reference),0,20.14,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 20.14, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0146,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.28948,93.71421,2008-08-19,background,0,None (Background Reference),0,54.57,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 54.57, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0147,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.65713,94.05122,2010-06-15,background,0,None (Background Reference),0,5.04,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 5.04, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0148,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.29852,94.5591,2013-07-12,background,0,None (Background Reference),0,7.79,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 7.79, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0149,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.76966,94.66846,2013-08-16,background,0,None (Background Reference),0,7.23,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 7.23, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0150,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.53224,93.70694,2016-04-19,background,0,None (Background Reference),0,52.17,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 52.17, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0151,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.76519,95.02241,2013-08-04,background,0,None (Background Reference),0,4.77,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 4.77, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0152,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.90972,93.34873,2013-08-04,background,0,None (Background Reference),0,44.19,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 44.19, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0153,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.57,94.36935,2014-09-08,background,0,None (Background Reference),0,31.36,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 31.36, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0154,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.22733,93.3117,2011-06-28,background,0,None (Background Reference),0,50.1,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 50.1, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0155,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.01248,94.46519,2013-08-15,background,0,None (Background Reference),0,3.97,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 3.97, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0156,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.72309,93.74089,2011-07-11,background,0,None (Background Reference),0,8.5,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 8.5, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0157,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.79597,93.41247,2010-10-09,background,0,None (Background Reference),0,31.93,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 31.93, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0158,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,26.78514,94.44406,2007-10-19,background,0,None (Background Reference),0,26.08,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 26.08, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0159,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.33426,93.45889,2013-07-17,background,0,None (Background Reference),0,22.11,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 22.11, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0160,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Nagaland,25.425,93.57677,2007-10-19,background,0,None (Background Reference),0,23.72,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 23.72, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0161,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,25.29239,93.54276,2010-07-31,background,0,None (Background Reference),0,20.12,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 20.12, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0162,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,24.57904,94.26012,2015-08-01,background,0,None (Background Reference),0,18.34,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 18.34, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0163,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,24.69743,94.46197,2015-08-01,background,0,None (Background Reference),0,17.3,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 17.3, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0164,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,24.35187,93.35024,2007-08-31,background,0,None (Background Reference),0,23.36,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 23.36, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0165,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,25.23453,93.39511,2015-07-22,background,0,None (Background Reference),0,14.92,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 14.92, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0166,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,24.94267,94.73385,2015-08-01,background,0,None (Background Reference),0,26.25,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 26.25, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0167,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,23.97028,93.37354,2015-08-01,background,0,None (Background Reference),0,35.6,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 35.6, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0168,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,24.42871,93.23145,2010-06-07,background,0,None (Background Reference),0,17.31,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 17.31, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0169,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,25.5012,94.31666,2007-09-10,background,0,None (Background Reference),0,8.45,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 8.45, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0170,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,23.9809,94.51634,2015-07-24,background,0,None (Background Reference),0,38.98,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 38.98, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0171,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,24.88293,94.67324,2015-08-01,background,0,None (Background Reference),0,20.15,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 20.15, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0172,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,24.23867,93.24041,2015-07-31,background,0,None (Background Reference),0,13.94,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 13.94, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0173,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,24.59403,94.23123,2015-08-01,background,0,None (Background Reference),0,19.06,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 19.06, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0174,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,24.55117,93.72689,2010-07-29,background,0,None (Background Reference),0,24.33,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 24.33, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0175,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,25.07492,93.35093,2010-06-07,background,0,None (Background Reference),0,3.73,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 3.73, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0176,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,24.41767,94.48825,2015-08-01,background,0,None (Background Reference),0,16.4,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 16.4, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0177,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,25.37248,94.59278,2015-08-01,background,0,None (Background Reference),0,6.03,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 6.03, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0178,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,25.39574,93.41491,2010-08-19,background,0,None (Background Reference),0,14.05,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 14.05, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0179,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,24.55894,93.31983,2015-07-22,background,0,None (Background Reference),0,23.35,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 23.35, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0180,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,23.94287,94.72232,2007-08-31,background,0,None (Background Reference),0,59.05,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 59.05, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0181,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,23.82469,93.89387,2015-08-01,background,0,None (Background Reference),0,21.84,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 21.84, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0182,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,24.05178,94.07478,2015-08-11,background,0,None (Background Reference),0,6.68,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 6.68, 'temporal_anchor': 'empirical_monsoon_distribution'}"
BG-NER-0183,BACKGROUND_SAMPLE,STRATIFIED_BUFFER_SELECTION,India,Manipur,25.12733,94.48502,2011-05-31,background,0,None (Background Reference),0,8.3,"{'selection_method': 'district_stratified_buffer_3km', 'min_distance_km': 8.3, 'temporal_anchor': 'empirical_monsoon_distribution'}"
