event_id,sample_type,latitude,longitude,landcover_class,lc_tree_cover,land_cover_builtup,landcover_source
GLC-REAL-252,observed_landslide,25.4993,94.1192,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-142,observed_landslide,25.5212,90.232,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7384,observed_landslide,23.9278,94.0906,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-211,observed_landslide,24.9667,93.55,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4384,observed_landslide,25.1775,93.0123,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4383,observed_landslide,25.3056,93.1265,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7375,observed_landslide,25.1941,94.4481,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2163,observed_landslide,25.4196,94.1054,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3932,observed_landslide,25.83,94.13,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4861,observed_landslide,24.9926,93.4946,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7972,observed_landslide,23.4495,92.8112,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-3831,observed_landslide,24.7992,93.948,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-5584,observed_landslide,26.1665,91.7049,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1986,observed_landslide,26.3335,94.5512,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7387,observed_landslide,24.954,94.2156,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2573,observed_landslide,25.1796,93.0083,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-319,observed_landslide,25.4379,94.1162,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-313,observed_landslide,25.7055,94.0132,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-9010,observed_landslide,27.3034,93.804,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2539,observed_landslide,28.3092,95.4149,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6331,observed_landslide,25.9466,94.6279,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1987,observed_landslide,25.2269,93.1658,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2043,observed_landslide,26.7225,95.0281,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7910,observed_landslide,24.3481,94.1146,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6775,observed_landslide,26.1468,91.6469,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-1776,observed_landslide,25.3612,92.2845,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6786,observed_landslide,24.6108,92.562,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6291,observed_landslide,25.7354,90.3852,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6213,observed_landslide,25.8143,90.5763,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2415,observed_landslide,25.63962,94.11112,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-9336,observed_landslide,24.5308,92.5121,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7837,observed_landslide,23.7269,92.7265,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-7267,observed_landslide,25.3908,94.0926,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-4848,observed_landslide,24.0896,91.4663,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-9122,observed_landslide,26.1966,91.802,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2574,observed_landslide,25.4749,93.1477,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6282,observed_landslide,26.1097,91.7747,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-2263,observed_landslide,26.2753,94.6654,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-6289,observed_landslide,26.1001,91.6849,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-9087,observed_landslide,28.235,94.9612,,,,ESA_WorldCover_Tile_Unavailable
GLC-REAL-130,observed_landslide,26.1699,91.7986,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0001,background,24.94417,93.63948,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0002,background,25.6338,91.9295,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0003,background,27.14587,95.23086,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0004,background,26.65003,91.58982,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0005,background,27.78106,95.3191,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0006,background,27.00984,92.89092,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0007,background,27.27322,92.49028,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0008,background,25.30044,91.158,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0009,background,26.19294,92.38547,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0010,background,24.34623,92.48621,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0011,background,25.61465,90.97239,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0012,background,25.86713,91.59995,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0013,background,27.17086,93.44026,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0014,background,27.70855,93.18026,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0015,background,25.85795,95.2027,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0016,background,26.80558,91.68292,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0017,background,25.24159,94.00505,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0018,background,26.0752,93.28017,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0019,background,24.98006,94.18744,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0020,background,26.53741,92.03287,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0021,background,25.8127,92.76898,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0022,background,26.7323,93.26307,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0023,background,25.79857,89.81081,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0024,background,26.09984,90.36068,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0025,background,27.55693,95.73842,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0026,background,25.58963,94.18039,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0027,background,25.43126,93.2023,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0028,background,27.08716,95.55079,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0029,background,27.49822,93.52561,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0030,background,25.37175,91.48968,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0031,background,26.71857,92.72418,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0032,background,24.34629,93.42589,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0033,background,26.06934,93.40829,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0034,background,27.50565,95.31038,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0035,background,27.13582,93.63416,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0036,background,26.26582,95.30358,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0037,background,25.13975,93.3959,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0038,background,24.78514,93.49305,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0039,background,25.7502,94.39622,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0040,background,26.48453,94.94247,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0041,background,26.56205,91.72803,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0042,background,25.51735,93.81156,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0043,background,24.76204,91.47995,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0044,background,24.60207,93.12862,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0045,background,25.13411,92.8965,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0046,background,27.47227,91.93037,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0047,background,25.44724,91.682,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0048,background,26.68746,94.71793,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0049,background,26.00282,93.14978,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0050,background,26.81609,94.27021,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0051,background,26.6406,94.10437,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0052,background,25.53763,93.93277,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0053,background,26.47584,92.25617,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0054,background,25.07948,90.48183,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0055,background,25.62365,90.40588,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0056,background,26.4092,91.23247,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0057,background,26.70473,90.56594,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0058,background,25.82261,90.90196,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0059,background,27.0297,93.1257,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0060,background,25.16625,94.4882,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0061,background,25.61503,90.05854,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0062,background,25.97693,91.04713,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0063,background,25.50649,93.20539,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0064,background,27.22116,91.57808,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0065,background,26.8842,94.11276,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0066,background,26.56191,94.23556,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0067,background,24.58667,93.77777,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0068,background,24.88129,93.09683,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0069,background,25.96278,93.26248,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0070,background,26.09521,95.2309,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0071,background,24.94049,91.53275,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0072,background,25.04312,94.26665,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0073,background,27.07753,94.42145,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0074,background,26.28495,91.3761,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0075,background,25.79863,89.92567,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0076,background,26.41669,90.8651,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0077,background,25.83923,92.75762,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0078,background,26.21681,92.32596,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0079,background,25.41885,93.25,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0080,background,26.29075,95.12207,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0081,background,27.41316,93.21684,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0082,background,25.6277,91.57159,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0083,background,26.42189,93.9949,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0084,background,26.59833,95.09775,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0085,background,26.98858,94.22134,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0086,background,25.24486,94.23985,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0087,background,25.33744,93.52365,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0088,background,26.98559,93.60823,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0089,background,25.39824,95.04026,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0090,background,26.53182,93.97399,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0091,background,26.8809,95.15459,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0092,background,26.97631,94.26101,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0093,background,25.99153,94.79232,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0094,background,25.56095,94.27838,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0095,background,25.22963,94.96375,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0096,background,25.28314,95.08174,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0097,background,26.99899,94.70088,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0098,background,26.26455,93.31944,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0099,background,25.39521,93.9289,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0100,background,26.56071,93.62439,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0101,background,26.79846,94.97137,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0102,background,26.97042,94.29198,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0103,background,26.59404,94.09264,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0104,background,26.83948,94.11834,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0105,background,26.54365,94.24434,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0106,background,25.42838,94.26923,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0107,background,26.47382,94.71072,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0108,background,25.21658,94.31338,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0109,background,25.54122,93.90823,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0110,background,25.9053,94.1721,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0111,background,25.29083,93.64773,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0112,background,26.12139,94.98172,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0113,background,26.74314,93.66702,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0114,background,26.1464,93.48528,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0115,background,25.35364,94.89882,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0116,background,25.88992,94.64251,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0117,background,26.13228,94.72054,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0118,background,26.05327,94.99662,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0119,background,26.66996,93.88893,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0120,background,25.91769,94.59652,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0121,background,26.48072,94.0632,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0122,background,26.03763,95.12531,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0123,background,26.83504,93.57939,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0124,background,26.53401,94.30464,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0125,background,26.1526,93.68272,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0126,background,26.60964,93.58425,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0127,background,26.51075,93.44643,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0128,background,25.24322,94.55471,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0129,background,25.72725,94.18863,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0130,background,26.12839,94.54953,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0131,background,25.50044,94.77639,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0132,background,26.8959,94.02332,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0133,background,26.77164,93.478,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0134,background,25.58197,94.01031,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0135,background,25.36831,94.88677,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0136,background,26.93232,93.57477,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0137,background,26.80528,93.98314,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0138,background,26.38282,93.35736,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0139,background,26.14585,94.19985,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0140,background,25.98153,93.87935,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0141,background,25.64757,95.06756,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0142,background,25.47748,94.73855,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0143,background,25.86522,94.43782,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0144,background,26.34938,94.59568,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0145,background,25.71036,94.87901,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0146,background,26.28948,93.71421,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0147,background,25.65713,94.05122,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0148,background,25.29852,94.5591,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0149,background,25.76966,94.66846,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0150,background,26.53224,93.70694,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0151,background,26.76519,95.02241,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0152,background,25.90972,93.34873,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0153,background,26.57,94.36935,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0154,background,26.22733,93.3117,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0155,background,26.01248,94.46519,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0156,background,25.72309,93.74089,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0157,background,25.79597,93.41247,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0158,background,26.78514,94.44406,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0159,background,25.33426,93.45889,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0160,background,25.425,93.57677,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0161,background,25.29239,93.54276,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0162,background,24.57904,94.26012,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0163,background,24.69743,94.46197,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0164,background,24.35187,93.35024,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0165,background,25.23453,93.39511,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0166,background,24.94267,94.73385,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0167,background,23.97028,93.37354,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0168,background,24.42871,93.23145,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0169,background,25.5012,94.31666,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0170,background,23.9809,94.51634,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0171,background,24.88293,94.67324,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0172,background,24.23867,93.24041,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0173,background,24.59403,94.23123,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0174,background,24.55117,93.72689,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0175,background,25.07492,93.35093,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0176,background,24.41767,94.48825,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0177,background,25.37248,94.59278,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0178,background,25.39574,93.41491,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0179,background,24.55894,93.31983,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0180,background,23.94287,94.72232,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0181,background,23.82469,93.89387,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0182,background,24.05178,94.07478,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0183,background,25.12733,94.48502,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0184,background,24.90743,93.62994,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0185,background,24.00411,93.29487,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0186,background,24.30635,94.60926,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0187,background,24.38156,93.10306,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0188,background,24.53084,93.18662,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0189,background,24.61655,94.4363,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0190,background,24.73809,94.79779,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0191,background,24.20911,93.97905,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0192,background,24.74188,94.06455,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0193,background,24.83874,93.20748,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0194,background,25.53294,94.66784,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0195,background,24.91467,93.63452,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0196,background,25.59477,94.76064,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0197,background,24.33761,94.68424,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0198,background,25.45649,93.30147,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0199,background,25.65487,94.35633,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0200,background,24.82623,93.20076,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0201,background,25.17672,94.07133,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0202,background,25.40974,94.38551,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0203,background,23.97426,94.37185,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0204,background,24.15868,93.62492,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0205,background,24.76747,94.54592,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0206,background,23.99399,93.79588,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0207,background,25.42481,94.07507,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0208,background,25.49875,93.64035,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0209,background,24.24648,94.34794,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0210,background,24.72027,94.75786,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0211,background,25.08183,94.20933,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0212,background,25.16096,94.71859,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0213,background,25.00328,94.05735,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0214,background,24.23851,93.9567,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0215,background,23.91221,93.30292,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0216,background,25.09012,93.05102,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0217,background,26.91001,94.58912,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0218,background,27.71904,92.14351,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0219,background,28.23872,92.79468,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0220,background,27.4538,94.46415,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0221,background,28.46299,92.54715,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0222,background,26.87614,95.37367,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0223,background,27.32667,96.13483,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0224,background,27.60996,95.28618,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0225,background,27.56346,93.53299,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0226,background,27.5673,96.03268,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0227,background,27.05335,94.49228,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0228,background,28.32355,91.96628,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0229,background,28.13087,94.91745,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0230,background,27.75683,93.76886,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0231,background,28.11302,92.92092,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0232,background,28.02493,95.56187,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0233,background,28.17449,93.73844,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0234,background,27.95592,92.94275,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0235,background,28.05452,96.32095,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0236,background,27.11955,94.41929,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0237,background,28.26784,94.54146,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0238,background,28.35297,95.0536,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0239,background,27.9431,92.39027,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0240,background,28.13928,93.50228,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0241,background,27.03331,91.81562,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0242,background,27.69651,96.12068,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0243,background,27.34389,95.44768,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0244,background,28.1632,96.13767,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0245,background,27.55487,93.77388,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0246,background,27.03286,96.10314,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0247,background,28.34325,96.28773,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0248,background,27.5989,94.90884,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0249,background,27.61269,93.00873,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0250,background,26.64745,92.75764,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0251,background,28.36443,96.26154,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0252,background,28.49959,95.56322,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0253,background,28.07603,94.35923,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0254,background,26.61756,93.3279,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0255,background,27.31209,91.90744,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0256,background,27.1004,93.97177,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0257,background,25.87412,91.64886,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0258,background,25.8966,92.3744,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0259,background,25.53984,91.70007,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0260,background,25.17981,91.70494,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0261,background,25.84994,92.3521,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0262,background,25.63681,92.02824,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0263,background,25.80934,91.07342,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0264,background,26.04972,91.30955,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0265,background,25.39851,90.70149,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0266,background,25.67788,91.44972,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0267,background,26.08076,90.04399,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0268,background,25.13179,91.4152,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0269,background,25.88547,91.85801,,,,ESA_WorldCover_Tile_Unavailable
BG-NER-0270,background,25.19749,92.41935,,,,ESA_WorldCover_Tile_Unavailable
