event_id,sample_type,event_date,latitude,longitude,rainfall_24h_mm,rainfall_72h_mm,rainfall_source
GLC-REAL-580,observed_landslide,2008-06-09,24.6596,93.9784,4.16,12.25,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-5575,observed_landslide,2013-10-05,25.8266,94.1497,16.72,36.68,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-8996,observed_landslide,2016-07-14,26.1768,91.7702,7.89,16.48,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-1613,observed_landslide,2010-04-02,27.8997,93.3497,6.29,18.64,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-4857,observed_landslide,2013-05-11,23.7281,92.7175,21.06,76.18,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-6945,observed_landslide,2015-06-19,25.16,93.686,1.74,5.62,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-1857,observed_landslide,2010-05-11,25.3433,92.2897,12.85,28.61,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2743,observed_landslide,2010-11-22,27.57987,91.85672,0.0,1.5,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-4860,observed_landslide,2013-05-11,26.1016,91.6906,38.98,109.25,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-4845,observed_landslide,2013-05-07,24.2315,92.6755,55.11,132.57,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-1770,observed_landslide,2010-04-20,26.1965,91.763,33.21,123.36,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7728,observed_landslide,2015-08-22,26.1028,91.8806,4.42,70.45,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-5274,observed_landslide,2013-08-04,26.0838,94.564,5.78,14.93,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7836,observed_landslide,2015-08-27,24.042,92.6724,5.48,9.52,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-3776,observed_landslide,2011-07-15,27.125,93.7145,22.61,108.87,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7388,observed_landslide,2015-08-01,24.416,94.0984,3.7,100.7,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-5421,observed_landslide,2013-08-30,26.4205,94.9731,7.63,44.85,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2343,observed_landslide,2010-08-27,25.4786,94.1327,14.5,22.07,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-3683,observed_landslide,2011-07-01,25.8782,94.1739,19.89,41.75,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7591,observed_landslide,2015-03-19,25.0318,92.4584,0.01,0.01,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-9232,observed_landslide,2016-07-28,23.5397,93.3783,7.01,19.12,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-4434,observed_landslide,2012-06-25,26.1049,91.7369,100.21,151.86,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7214,observed_landslide,2015-07-15,27.36,93.0385,40.53,70.31,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-5582,observed_landslide,2013-10-06,26.1309,91.8383,62.76,151.09,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2405,observed_landslide,2010-09-09,28.3036,95.4112,38.76,89.09,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-3556,observed_landslide,2011-05-31,25.1555,93.8474,15.72,45.38,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2569,observed_landslide,2010-10-08,25.2745,94.0212,53.95,91.32,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2423,observed_landslide,2010-09-13,23.73504,92.71061,9.93,17.18,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-3532,observed_landslide,2011-05-24,25.0888,92.8551,15.2,50.01,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7956,observed_landslide,2015-09-05,26.048,91.8695,3.69,63.5,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2425,observed_landslide,2010-09-13,23.3439,93.0748,5.92,10.64,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-6970,observed_landslide,2015-06-16,25.5084,90.2191,27.16,62.64,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-5312,observed_landslide,2013-08-11,26.7103,94.693,6.1,12.29,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2568,observed_landslide,2010-10-08,24.7679,93.4108,86.18,138.2,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7409,observed_landslide,2015-08-02,25.72,94.6219,0.7,71.33,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-9219,observed_landslide,2016-07-26,26.0101,94.5282,1.68,31.23,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2579,observed_landslide,2010-10-09,25.682,94.1076,23.12,99.99,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-8223,observed_landslide,2015-09-14,23.7348,92.7187,13.58,44.56,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7336,observed_landslide,2015-08-19,25.2193,90.5549,26.68,58.96,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-9252,observed_landslide,2016-07-28,27.5748,91.8644,14.04,27.35,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-5300,observed_landslide,2013-08-09,25.318,94.0441,1.71,17.09,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7665,observed_landslide,2015-08-11,24.7016,93.5291,1.62,29.54,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-1994,observed_landslide,2010-06-16,25.0633,92.8025,14.74,62.96,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-3760,observed_landslide,2011-07-11,25.6703,94.1095,0.1,1.79,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-692,observed_landslide,2008-08-07,25.705,94.04,0.82,12.78,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-3633,observed_landslide,2011-06-20,26.3186,94.5121,3.79,13.89,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7374,observed_landslide,2015-08-01,25.1122,94.3591,4.9,104.34,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2098,observed_landslide,2010-07-19,26.7215,95.0283,13.18,50.87,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2205,observed_landslide,2010-08-06,23.7365,92.7146,0.38,16.06,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-4610,observed_landslide,2012-11-11,23.7705,92.5217,0.0,0.09,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-5275,observed_landslide,2013-08-04,26.1498,94.6055,5.78,14.93,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2247,observed_landslide,2010-08-14,26.148,94.8422,11.86,53.09,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-3927,observed_landslide,2011-08-16,25.5144,90.2167,136.4,164.09,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-259,observed_landslide,2007-09-11,25.52,91.27,7.02,51.55,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-6112,observed_landslide,2014-06-28,26.1964,91.7652,10.84,31.92,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7390,observed_landslide,2015-08-01,24.4265,94.1913,3.7,100.7,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2420,observed_landslide,2010-09-13,23.72989,92.71496,9.93,17.18,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-264,observed_landslide,2007-09-13,26.1833,91.8,2.25,9.52,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-6214,observed_landslide,2014-10-05,25.9702,91.8587,0.0,0.0,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-252,observed_landslide,2007-09-09,25.4993,94.1192,7.1,33.68,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-142,observed_landslide,2007-07-27,25.5212,90.232,34.65,104.6,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7384,observed_landslide,2015-08-01,23.9278,94.0906,2.09,71.58,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-211,observed_landslide,2007-08-26,24.9667,93.55,5.9,7.74,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-4384,observed_landslide,2012-06-03,25.1775,93.0123,27.34,76.45,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-4383,observed_landslide,2012-06-03,25.3056,93.1265,26.59,84.45,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7375,observed_landslide,2015-08-01,25.1941,94.4481,4.9,104.34,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2163,observed_landslide,2010-07-29,25.4196,94.1054,17.06,32.41,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-3932,observed_landslide,2011-08-18,25.83,94.13,4.67,37.16,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-4861,observed_landslide,2013-05-12,24.9926,93.4946,10.44,45.62,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7972,observed_landslide,2015-08-28,23.4495,92.8112,10.53,17.0,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-3831,observed_landslide,2011-07-22,24.7992,93.948,6.93,43.74,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-5584,observed_landslide,2013-10-06,26.1665,91.7049,62.76,151.09,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-1986,observed_landslide,2010-06-15,26.3335,94.5512,40.07,75.47,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7387,observed_landslide,2015-08-01,24.954,94.2156,4.9,104.34,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2573,observed_landslide,2010-10-09,25.1796,93.0083,31.14,154.03,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-319,observed_landslide,2007-10-19,25.4379,94.1162,4.3,5.51,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-313,observed_landslide,2007-10-16,25.7055,94.0132,15.77,31.91,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-9010,observed_landslide,2016-07-16,27.3034,93.804,39.81,124.73,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2539,observed_landslide,2010-10-03,28.3092,95.4149,2.35,13.64,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-6331,observed_landslide,2014-09-08,25.9466,94.6279,3.11,20.52,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-1987,observed_landslide,2010-06-15,25.2269,93.1658,23.82,45.04,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2043,observed_landslide,2010-07-06,26.7225,95.0281,13.18,37.16,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7910,observed_landslide,2015-08-01,24.3481,94.1146,3.7,100.7,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-6775,observed_landslide,2015-02-14,26.1468,91.6469,0.26,0.26,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-1776,observed_landslide,2010-04-21,25.3612,92.2845,22.82,90.58,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-6786,observed_landslide,2015-02-19,24.6108,92.562,9.38,10.96,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-6291,observed_landslide,2014-09-21,25.7354,90.3852,58.74,149.12,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-6213,observed_landslide,2014-09-24,25.8143,90.5763,9.55,193.47,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2415,observed_landslide,2010-09-12,25.63962,94.11112,4.38,6.8,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-9336,observed_landslide,2016-05-18,24.5308,92.5121,75.63,179.71,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7837,observed_landslide,2015-08-27,23.7269,92.7265,3.73,7.18,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-7267,observed_landslide,2015-07-22,25.3908,94.0926,16.94,48.02,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-4848,observed_landslide,2013-05-08,24.0896,91.4663,45.59,126.29,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-9122,observed_landslide,2016-07-20,26.1966,91.802,32.15,108.99,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2574,observed_landslide,2010-10-09,25.4749,93.1477,26.53,110.95,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-6282,observed_landslide,2014-09-22,26.1097,91.7747,126.76,191.59,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-2263,observed_landslide,2010-08-17,26.2753,94.6654,17.35,49.71,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-6289,observed_landslide,2014-09-22,26.1001,91.6849,126.76,191.59,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-9087,observed_landslide,2016-07-19,28.235,94.9612,14.48,89.14,NASA_POWER_PRECTOTCORR_Daily
GLC-REAL-130,observed_landslide,2007-07-19,26.1699,91.7986,24.86,59.05,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0001,background,2015-07-25,24.94417,93.63948,2.4,32.6,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0002,background,2011-07-24,25.6338,91.9295,8.64,37.05,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0003,background,2015-03-19,27.14587,95.23086,0.9,2.94,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0004,background,2012-06-02,26.65003,91.58982,28.1,54.46,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0005,background,2015-07-22,27.78106,95.3191,53.47,84.88,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0006,background,2007-08-26,27.00984,92.89092,15.86,26.76,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0007,background,2015-09-01,27.27322,92.49028,6.11,49.45,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0008,background,2016-07-07,25.30044,91.158,14.57,74.35,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0009,background,2015-09-23,26.19294,92.38547,42.18,65.18,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0010,background,2010-06-03,24.34623,92.48621,54.42,121.7,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0011,background,2008-08-14,25.61465,90.97239,12.06,53.9,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0012,background,2016-05-18,25.86713,91.59995,18.72,140.36,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0013,background,2014-09-22,27.17086,93.44026,26.07,82.88,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0014,background,2010-04-20,27.70855,93.18026,30.11,94.15,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0015,background,2009-08-20,25.85795,95.2027,23.19,46.69,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0016,background,2011-09-06,26.80558,91.68292,2.56,13.81,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0017,background,2008-10-29,25.24159,94.00505,0.08,6.01,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0018,background,2016-05-18,26.0752,93.28017,32.85,106.31,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0019,background,2014-09-22,24.98006,94.18744,14.18,35.82,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0020,background,2010-07-25,26.53741,92.03287,5.44,37.07,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0021,background,2013-05-12,25.8127,92.76898,27.56,79.38,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0022,background,2011-07-24,26.7323,93.26307,2.3,44.38,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0023,background,2010-04-01,25.79857,89.81081,0.76,10.16,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0024,background,2010-06-16,26.09984,90.36068,24.23,51.77,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0025,background,2010-04-20,27.55693,95.73842,28.81,91.59,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0026,background,2012-06-03,25.58963,94.18039,12.63,54.4,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0027,background,2013-05-11,25.43126,93.2023,25.9,64.56,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0028,background,2014-09-22,27.08716,95.55079,26.68,61.32,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0029,background,2014-09-22,27.49822,93.52561,26.27,83.32,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0030,background,2011-05-22,25.37175,91.48968,7.81,34.48,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0031,background,2009-08-20,26.71857,92.72418,23.1,56.28,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0032,background,2009-08-20,24.34629,93.42589,11.15,35.83,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0033,background,2011-07-24,26.06934,93.40829,1.38,25.8,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0034,background,2015-09-01,27.50565,95.31038,17.06,177.47,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0035,background,2011-06-29,27.13582,93.63416,13.5,36.7,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0036,background,2010-06-03,26.26582,95.30358,8.63,28.91,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0037,background,2012-06-25,25.13975,93.3959,15.95,41.98,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0038,background,2014-06-28,24.78514,93.49305,2.54,10.12,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0039,background,2016-07-07,25.7502,94.39622,11.9,35.16,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0040,background,2013-09-01,26.48453,94.94247,17.25,33.65,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0041,background,2013-08-17,26.56205,91.72803,1.35,10.23,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0042,background,2012-06-22,25.51735,93.81156,29.26,50.01,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0043,background,2016-07-07,24.76204,91.47995,12.09,97.65,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0044,background,2013-08-17,24.60207,93.12862,9.47,26.48,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0045,background,2014-09-22,25.13411,92.8965,19.51,51.76,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0046,background,2010-06-03,27.47227,91.93037,28.38,62.41,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0047,background,2011-06-29,25.44724,91.682,48.01,181.57,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0048,background,2011-09-23,26.68746,94.71793,22.36,28.76,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0049,background,2016-05-18,26.00282,93.14978,32.85,106.31,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0050,background,2010-10-09,26.81609,94.27021,12.96,36.08,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0051,background,2016-07-20,26.6406,94.10437,3.74,8.56,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0052,background,2012-06-03,25.53763,93.93277,14.11,64.85,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0053,background,2010-08-27,26.47584,92.25617,9.44,15.76,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0054,background,2008-06-15,25.07948,90.48183,2.11,33.84,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0055,background,2011-05-24,25.62365,90.40588,7.29,27.23,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0056,background,2008-10-29,26.4092,91.23247,0.03,26.54,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0057,background,2014-05-09,26.70473,90.56594,4.55,42.69,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0058,background,2010-10-08,25.82261,90.90196,64.38,86.46,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0059,background,2015-09-23,27.0297,93.1257,21.85,44.55,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0060,background,2008-10-29,25.16625,94.4882,0.21,5.34,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0061,background,2010-07-25,25.61503,90.05854,5.0,38.2,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0062,background,2014-09-22,25.97693,91.04713,155.05,222.55,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0063,background,2013-05-11,25.50649,93.20539,25.9,64.56,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0064,background,2010-10-09,27.22116,91.57808,7.41,50.57,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0065,background,2016-05-18,26.8842,94.11276,24.21,77.82,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0066,background,2012-06-03,26.56191,94.23556,19.91,75.56,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0067,background,2016-07-14,24.58667,93.77777,7.16,40.9,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0068,background,2011-09-06,24.88129,93.09683,22.29,30.58,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0069,background,2012-06-13,25.96278,93.26248,25.52,39.13,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0070,background,2007-08-26,26.09521,95.2309,7.56,11.26,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0071,background,2007-07-19,24.94049,91.53275,52.05,124.23,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0072,background,2015-07-25,25.04312,94.26665,1.79,24.85,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0073,background,2008-05-20,27.07753,94.42145,7.22,50.05,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0074,background,2011-06-29,26.28495,91.3761,28.58,248.52,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0075,background,2008-06-15,25.79863,89.92567,2.09,71.97,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0076,background,2015-07-22,26.41669,90.8651,11.44,39.1,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0077,background,2011-09-23,25.83923,92.75762,12.79,27.04,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0078,background,2007-08-26,26.21681,92.32596,18.77,24.03,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0079,background,2008-06-15,25.41885,93.25,2.69,20.19,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0080,background,2014-09-22,26.29075,95.12207,16.89,57.72,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0081,background,2012-06-22,27.41316,93.21684,11.63,57.97,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0082,background,2008-08-14,25.6277,91.57159,12.81,53.25,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0083,background,2010-07-06,26.42189,93.9949,15.24,46.93,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0084,background,2010-10-09,26.59833,95.09775,17.89,47.01,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0085,background,2010-07-06,26.98858,94.22134,22.53,54.28,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0086,background,2015-06-24,25.24486,94.23985,14.92,23.8,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0087,background,2007-08-28,25.33744,93.52365,3.08,14.24,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0088,background,2007-08-28,26.98559,93.60823,3.81,25.18,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0089,background,2016-07-10,25.39824,95.04026,6.96,12.83,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0090,background,2008-08-19,26.53182,93.97399,34.27,69.64,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0091,background,2010-10-10,26.8809,95.15459,2.67,33.12,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0092,background,2011-06-21,26.97631,94.26101,8.42,16.99,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0093,background,2013-06-07,25.99153,94.79232,9.11,20.54,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0094,background,2013-08-16,25.56095,94.27838,15.69,53.75,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0095,background,2010-10-09,25.22963,94.96375,7.0,96.3,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0096,background,2010-07-06,25.28314,95.08174,5.42,21.74,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0097,background,2010-07-20,26.99899,94.70088,14.6,56.11,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0098,background,2010-10-09,26.26455,93.31944,10.68,51.3,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0099,background,2007-10-19,25.39521,93.9289,4.73,6.43,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0100,background,2010-10-09,26.56071,93.62439,13.56,51.78,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0101,background,2011-07-11,26.79846,94.97137,0.83,3.44,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0102,background,2010-10-08,26.97042,94.29198,21.66,28.23,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0103,background,2015-08-19,26.59404,94.09264,18.97,40.55,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0104,background,2015-08-19,26.83948,94.11834,22.32,48.7,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0105,background,2010-10-09,26.54365,94.24434,16.7,50.86,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0106,background,2010-07-20,25.42838,94.26923,6.63,25.25,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0107,background,2016-07-28,26.47382,94.71072,27.14,46.03,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0108,background,2010-07-06,25.21658,94.31338,2.39,10.06,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0109,background,2010-10-08,25.54122,93.90823,53.95,91.32,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0110,background,2015-08-20,25.9053,94.1721,15.47,35.14,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0111,background,2010-08-14,25.29083,93.64773,6.2,18.82,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0112,background,2010-07-19,26.12139,94.98172,13.38,40.0,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0113,background,2010-10-09,26.74314,93.66702,13.56,51.78,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0114,background,2010-10-10,26.1464,93.48528,1.04,59.87,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0115,background,2010-10-08,25.35364,94.89882,50.58,93.73,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0116,background,2011-06-20,25.88992,94.64251,4.13,17.23,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0117,background,2010-08-14,26.13228,94.72054,11.86,53.09,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0118,background,2013-07-15,26.05327,94.99662,8.07,31.88,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0119,background,2011-07-11,26.66996,93.88893,0.45,4.48,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0120,background,2007-09-09,25.91769,94.59652,10.14,43.03,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0121,background,2013-08-04,26.48072,94.0632,5.53,15.66,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0122,background,2011-06-20,26.03763,95.12531,3.85,18.97,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0123,background,2013-06-07,26.83504,93.57939,11.73,35.92,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0124,background,2013-08-16,26.53401,94.30464,23.37,41.2,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0125,background,2010-08-13,26.1526,93.68272,13.3,17.53,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0126,background,2013-08-04,26.60964,93.58425,3.46,20.48,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0127,background,2013-08-16,26.51075,93.44643,13.19,31.83,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0128,background,2010-10-09,25.24322,94.55471,19.97,126.29,NASA_POWER_PRECTOTCORR_Daily
BG-NER-0129,background,2010-07-06,25.72725,94.18863,4.5,20.02,NASA_POWER_PRECTOTCORR_Daily
