sample_id,label,sample_type,data_pedigree,source,event_date,state,latitude,longitude,trigger,fatalities,dem_source,rainfall_source,soil_source,landcover_source,original_source_fields,elevation_m,slope_deg,aspect_deg,rainfall_24h_mm,rainfall_72h_mm,rainfall_surround_max_mm,soil_clay_pct,soil_sand_pct,soil_silt_pct,soil_bulk_density,soil_ph,soil_organic_carbon,lc_tree_cover,lc_builtup,saturation_pct,cohesion_kpa,split_target
GLC-REAL-714,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2008-08-14,Assam,27.163,94.0,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh', 'source_name': 'morungexpress', 'source_link': 'http://www.morungexpress.com/regional/1615.html'}",94.0,0.95,90.0,10.32,32.41,,,,,,,,,,,,TRAIN
GLC-REAL-6110,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-06-27,Assam,26.1619,91.7697,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Bhangagarh, Assam', 'source_name': 'Assam Times', 'source_link': 'http://www.assamtimes.org/node/11181'}",56.0,1.91,270.0,6.85,21.91,,,,,,,,,,,,TRAIN
GLC-REAL-4407,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2012-06-13,Assam,25.0951,92.3567,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'NH44, Malidhor area,  Baleswar', 'source_name': 'zeenews.india', 'source_link': 'http://zeenews.india.com/news/assam/road-between-silchar-guwahati-disrupted_781633.html'}",239.0,24.17,344.93,38.73,97.96,,,,,,,,,,,,TRAIN
GLC-REAL-3789,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2011-07-16,Arunachal Pradesh,27.2743,92.9064,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Mebua (8 km from Seppa)', 'source_name': 'english.samaylive', 'source_link': 'http://english.samaylive.com/regional-news/others-news/676490549/flash-floods-in-arunachal-pradesh.html'}",644.0,14.51,255.07,2.2,79.4,,,,,,,,,,,,TRAIN
GLC-REAL-6292,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-09-23,Assam,25.7238,89.9032,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Hatsingimari', 'source_name': 'Deccan Herald', 'source_link': 'http://www.deccanherald.com/content/432481/landslide-guwahati-shillong-highway.html'}",31.0,9.37,315.0,13.14,178.28,,,,,,,,,,,,TRAIN
GLC-REAL-545,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2008-05-20,Assam,24.9849,92.8411,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'A Cachar District village, near village of Srinager, Assam', 'source_name': 'Telegraph India', 'source_link': 'http://www.telegraphindia.com/1080521/jsp/northeast/story_9297276.jsp'}",264.0,17.84,21.25,5.6,22.56,,,,,,,,,,,,TRAIN
GLC-REAL-7727,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-08-20,Nagaland,25.6263,94.1057,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'between Phesama and Kuima in Nagaland', 'source_name': 'E-PAO', 'source_link': 'http://e-pao.net/GP.asp?src=11..220815.aug15'}",1520.0,21.05,175.03,8.68,20.24,,,,,,,,,,,,TRAIN
GLC-REAL-7334,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-08-18,Arunachal Pradesh,28.1737,94.7596,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Arunachal Pradesh', 'source_name': 'webindia123', 'source_link': 'http://news.webindia123.com/news/Articles/India/20150820/2664183.html'}",573.0,25.07,175.91,25.29,66.26,,,,,,,,,,,,TRAIN
GLC-REAL-6200,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-08-17,Arunachal Pradesh,27.0869,93.6086,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Arunachal Pradesh/Itanagar', 'source_name': 'One India News', 'source_link': 'http://news.oneindia.in/india/flood-landslides-in-arunachal-pradesh-1504142.html'}",317.0,8.58,6.34,4.65,43.69,,,,,,,,,,,,TRAIN
GLC-REAL-6290,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-09-23,Meghalaya,25.5772,91.8666,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Mawbah under Mawprem area', 'source_name': 'Zee News', 'source_link': 'http://zeenews.india.com/news/north-east/eight-die-of-landslide-in-east-khasi-hills_1474744.html'}",1479.0,10.56,100.3,73.98,252.28,,,,,,,,,,,,TRAIN
GLC-REAL-4408,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2012-06-13,Meghalaya,25.5498,92.0757,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'NH44, Kuliang', 'source_name': 'zeenews.india', 'source_link': 'http://zeenews.india.com/news/assam/road-between-silchar-guwahati-disrupted_781633.html'}",1266.0,25.53,60.75,27.68,87.41,,,,,,,,,,,,TRAIN
GLC-REAL-2140,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-07-25,Assam,25.0477,92.801,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'road between Halfong and Redzol(?) or Silchar, Assam', 'source_name': 'Telegraph India', 'source_link': 'http://www.telegraphindia.com/1100727/jsp/northeast/story_12728199.jsp'}",185.0,29.63,174.96,3.43,18.78,,,,,,,,,,,,TRAIN
GLC-REAL-2243,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-08-13,Nagaland,25.70224,94.0462,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland', 'source_name': 'E-PAO', 'source_link': 'http://www.e-pao.net/GP.asp?src=21..210810.aug10'}",1016.0,10.56,153.43,10.61,13.72,,,,,,,,,,,,TRAIN
GLC-REAL-9142,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2016-06-14,Nagaland,26.3185,94.5247,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'lower Majakong Ward, Mokokchung, Nagaland, India', 'source_name': 'Nagaland Post', 'source_link': 'http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA5ODM4NA%3D%3D'}",1167.0,2.13,206.57,6.05,35.82,,,,,,,,,,,,TRAIN
GLC-REAL-6107,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2014-06-26,Assam,26.1844,91.7896,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Bamunimaidam', 'source_name': 'Two Circles', 'source_link': 'http://twocircles.net/2014jun27/8_killed_assam_landslides_electrocution.html#.U70ydPldU1L'}",63.0,3.44,236.31,14.23,20.69,,,,,,,,,,,,TRAIN
GLC-REAL-7660,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-08-12,Nagaland,25.6237,94.1136,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Phesama village', 'source_name': 'Nagaland Post', 'source_link': 'http://www.nagalandpost.com/channelnews/State/StateNews.aspx?news=TkVXUzEwMDA4NDc2Mg%3D%3D'}",1604.0,33.9,150.26,3.35,14.73,,,,,,,,,,,,TRAIN
GLC-REAL-731,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2008-08-19,Nagaland,26.138,94.25,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Akuk village, Wokha District, Nagaland', 'source_name': 'morungexpress', 'source_link': 'http://www.morungexpress.com/frontpage/1984.html'}",1018.0,13.04,300.26,29.74,62.14,,,,,,,,,,,,TRAIN
GLC-REAL-7923,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-09-01,Assam,26.49349,91.72138,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Amingaon', 'source_name': 'The New Indian Express', 'source_link': 'http://www.newindianexpress.com/nation/Woman-Child-Killed-in-Assam-Landslide/2015/09/01/article3005012.ece'}",62.0,1.35,45.0,10.67,74.71,,,,,,,,,,,,TRAIN
GLC-REAL-760,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2008-08-29,Nagaland,25.67,94.1066,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Kohima, Nagaland', 'source_name': 'kanglaonline', 'source_link': 'http://www.kanglaonline.com/index.php?template=headline&newsid=43189&typeid=1'}",1445.0,18.13,14.74,5.84,16.36,,,,,,,,,,,,TRAIN
GLC-REAL-5336,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2013-08-16,Nagaland,26.3897,94.9439,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Tobu, Nagaland', 'source_name': 'www.morungexpress.com', 'source_link': 'http://www.morungexpress.com/local/103875.html'}",525.0,3.81,180.0,39.28,53.14,,,,,,,,,,,,TRAIN
GLC-REAL-7590,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-08-19,Meghalaya,25.1416,92.3807,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Tongseng', 'source_name': 'International Business Times', 'source_link': 'http://www.ibtimes.co.in/meghalaya-massive-landslide-east-jaintia-hills-flash-floods-shillong-hit-normal-life-643439'}",162.0,9.65,191.31,41.24,100.47,,,,,,,,,,,,TRAIN
GLC-REAL-8222,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2016-06-22,Assam,26.1961,91.7825,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Piyali Phukan Nagar, Guwahati, India', 'source_name': 'NYOOOZ', 'source_link': 'http://www.nyoooz.com/guwahati/515423/woman-killed-in-wall-collapse-after-landslide-in-guwahati'}",124.0,11.8,241.39,19.78,46.18,,,,,,,,,,,,TRAIN
GLC-REAL-7706,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-08-19,Meghalaya,25.0728,92.3636,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'National Highway at Kuliang', 'source_name': 'Assam Times', 'source_link': 'http://www.assamtimes.org/node/14622'}",133.0,8.98,251.57,41.24,100.47,,,,,,,,,,,,TRAIN
GLC-REAL-1930,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-05-31,Arunachal Pradesh,28.4298,95.8776,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ', 'source_name': 'indianexpress', 'source_link': 'http://www.indianexpress.com/news/N-E-border-dist-cut-off-by-landslides--runs-out-of-supplies/627610'}",522.0,15.9,20.56,10.46,13.68,,,,,,,,,,,,TRAIN
GLC-REAL-9334,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2016-05-18,Assam,24.5204,92.7264,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Bilaipur, Hailakandi district, Assam, India', 'source_name': 'Indian Express', 'source_link': 'http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/'}",46.0,1.35,225.0,75.63,179.71,,,,,,,,,,,,TRAIN
GLC-REAL-8237,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2016-07-01,Arunachal Pradesh,27.0136,92.6351,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India', 'source_name': 'The Hindu', 'source_link': 'http://www.thehindu.com/news/national/many-killed-in-arunachal-landslip/article8798739.ece'}",224.0,5.55,239.04,7.67,13.51,,,,,,,,,,,,TRAIN
GLC-REAL-585,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2008-06-14,Arunachal Pradesh,27.0998,93.6287,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Itanagar-Naharlagun, Arunachal Pradesh', 'source_name': 'ukpress.google', 'source_link': 'http://ukpress.google.com/article/ALeqM5iM8gWKcS4OLf66hwzNMnaybAaZYA'}",407.0,6.85,56.31,42.4,85.43,,,,,,,,,,,,TRAIN
GLC-REAL-4859,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2013-05-11,Assam,26.1771,91.7599,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Sarania Hills, North Guwahati, Guwahati, Assam,', 'source_name': 'articles.timesofindia.indiatimes.com', 'source_link': 'http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203561_1_artificial-floods-guwahati-municipal-corporation-gs-road'}",82.0,6.72,351.87,38.98,109.25,,,,,,,,,,,,TRAIN
GLC-REAL-4436,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2012-06-25,Arunachal Pradesh,26.9986,95.4993,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Khonsa, Arunachal Pradesh', 'source_name': 'articles.timesofindia', 'source_link': 'http://articles.timesofindia.indiatimes.com/2012-07-04/guwahati/32536229_1_massive-landslides-landslide-hit-road-blockade'}",644.0,28.18,84.64,36.02,76.5,,,,,,,,,,,,TRAIN
GLC-REAL-3916,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2011-08-13,Assam,25.7713,93.8067,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Chumukedima, Dimapur', 'source_name': 'morungexpress', 'source_link': 'http://www.morungexpress.com/frontpage/69382.html'}",238.0,6.09,51.34,9.88,16.2,,,,,,,,,,,,TRAIN
GLC-REAL-5250,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2013-08-01,Arunachal Pradesh,27.8837,93.0515,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Polo River At Polosang, Arunachal Pradesh', 'source_name': 'www.thehindubusinessline.com', 'source_link': 'http://www.thehindubusinessline.com/news/states/landslide-blocks-polo-river-in-arunachal-pradesh/article4996075.ece'}",1590.0,42.36,239.22,9.91,35.1,,,,,,,,,,,,TRAIN
GLC-REAL-1084,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2009-08-12,Arunachal Pradesh,27.7,92.8,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Upper Subansiri District, Arunanchal Pradesh', 'source_name': 'timesofindia.indiatimes', 'source_link': 'http://timesofindia.indiatimes.com/news/city/guwahati/Landslides-snap-road-links-in-Arunachal-district/articleshow/4916000.cms'}",2442.0,18.26,315.0,17.32,32.27,,,,,,,,,,,,TRAIN
GLC-REAL-213,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2007-08-26,Assam,25.2946,92.8339,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Shillong Road at Kuliang in the Jaintia Hills', 'source_name': 'Telegraph India', 'source_link': 'http://www.telegraphindia.com/1070830/asp/northeast/story_8253906.asp'}",892.0,17.08,40.6,13.28,16.62,,,,,,,,,,,,TRAIN
GLC-REAL-4426,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2012-06-22,Assam,26.1226,91.7162,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Lalunggaon near Gorchuk area', 'source_name': 'thesop.org', 'source_link': 'http://thesop.org/story/20120701/woman-killed-in-guwahati-by-landslide.html'}",77.0,15.42,244.98,43.46,79.73,,,,,,,,,,,,TRAIN
GLC-REAL-8366,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2015-09-23,Meghalaya,25.583,91.893,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Shillong, Meghalaya, India', 'source_name': 'The Northeast Today', 'source_link': 'http://www.northeasttoday.in/two-women-buried-alive-in-shillong-landslide/'}",1447.0,6.92,344.05,48.8,118.09,,,,,,,,,,,,TRAIN
GLC-REAL-1934,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-06-03,Assam,24.6005,92.3814,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Rongpur village under Bhairabhnagar panchayat in Karimganj district', 'source_name': 'Telegraph India', 'source_link': 'http://www.telegraphindia.com/1100605/jsp/northeast/story_12529386.jsp'}",91.0,17.22,53.75,54.42,121.7,,,,,,,,,,,,TRAIN
GLC-REAL-7655,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2016-04-22,Arunachal Pradesh,27.5799,91.8569,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Tawang, Arunachal Pradesh', 'source_name': 'Zee News', 'source_link': 'http://zeenews.india.com/news/north-east/landslide-in-tawang-area-of-arunachal-pradesh-watch-video_1878690.html'}",2754.0,27.79,341.57,11.02,58.47,,,,,,,,,,,,TRAIN
GLC-REAL-9464,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2016-08-05,Arunachal Pradesh,27.5754,91.9754,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Babrang village under Jang circle in Tawang district', 'source_name': 'Business Standard', 'source_link': 'http://www.business-standard.com/article/pti-stories/three-injured-houses-collapse-in-landslide-in-arunachal-116080700399_1.html'}",2407.0,25.51,77.91,0.23,10.25,,,,,,,,,,,,TRAIN
GLC-REAL-3912,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2011-08-12,Arunachal Pradesh,27.44,92.2833,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'East Kameng district in Arunachal Pradesh bordering China', 'source_name': 'inewsone', 'source_link': 'http://www.inewsone.com/2011/08/12/iaf-airdrops-food-to-marooned-in-arunachal/68478'}",2615.0,1.91,0.0,6.41,9.64,,,,,,,,,,,,TRAIN
GLC-REAL-5272,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2013-08-04,Nagaland,26.2083,94.5438,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Longsa, Nagaland', 'source_name': 'www.nagalandpost.com', 'source_link': 'http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D'}",1481.0,3.44,56.31,5.78,14.93,,,,,,,,,,,,TRAIN
GLC-REAL-5575,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2013-10-05,Nagaland,25.8266,94.1497,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Chiechama, Nagaland', 'source_name': 'www.business-standard.com', 'source_link': 'http://www.business-standard.com/article/current-affairs/mudslides-block-nh-2-in-nagaland-113100700032_1.html'}",1402.0,27.18,103.13,16.72,36.68,,,,,,,,,,,,TRAIN
GLC-REAL-8996,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2016-07-14,Assam,26.1768,91.7702,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Pub Sarania hill, South Sarania, Guwahati, Assam, India', 'source_name': 'Indian Express', 'source_link': 'http://indianexpress.com/article/india/india-news-india/separate-landslides-kill-two-in-assam-2913748/'}",93.0,35.02,205.35,7.89,16.48,,,,,,,,,,,,TRAIN
GLC-REAL-1613,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-04-02,Arunachal Pradesh,27.8997,93.3497,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Koloriang, Kuring Kumey district, Arunachal Pradesh', 'source_name': 'english.peopledaily', 'source_link': 'http://english.peopledaily.com.cn/90001/90777/90852/6938742.html'}",869.0,6.92,285.95,6.29,18.64,,,,,,,,,,,,TRAIN
GLC-REAL-1857,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-05-11,Meghalaya,25.3433,92.2897,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'National highway 44 at Sunapur and Tongseng in Jaintia Hills district, eastern Meghalaya', 'source_name': 'prokerala', 'source_link': 'http://www.prokerala.com/news/articles/a135422.html'}",1205.0,0.95,180.0,12.85,28.61,,,,,,,,,,,,TRAIN
GLC-REAL-2743,1,observed_landslide,NASA_GLC_OBSERVATIONAL_GROUND_TRUTH,NASA_GLC,2010-11-22,Arunachal Pradesh,27.57987,91.85672,Unknown,0,NASA_USGS_SRTM_30m,NASA_POWER_PRECTOTCORR_Daily,ISRIC_SoilGrids_2.0_Unavailable,ESA_WorldCover_Tile_Unavailable,"{'location_description': 'Tawang Monastery, Arunachal Pradesh', 'source_name': 'Daily News and Analysis', 'source_link': 'http://www.dnaindia.com/india/report_tawang-monastery-faces-danger-due-to-landslides_1472890'}",2746.0,24.81,334.36,0.0,1.5,,,,,,,,,,,,TRAIN
