event_id,sample_type,clay_content_pct,sand_content_pct,silt_content_pct,bulk_density_g_cm3,soil_ph,soil_organic_carbon_g_kg,soil_source,soil_api_status
GLC-REAL-760,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2182,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1954,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6963,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5336,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7590,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1222,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-8222,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7706,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-8224,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4241,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1930,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9334,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-8237,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-585,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4859,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4436,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3916,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5250,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3738,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2426,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1084,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7266,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1129,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2166,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-213,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4426,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-8366,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1934,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7655,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9464,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3912,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5272,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-580,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5575,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-8996,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1613,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4857,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6945,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1857,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2743,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4860,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4845,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1770,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7728,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5274,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7836,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3776,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7388,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5421,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2343,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3683,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7591,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9232,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4434,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7214,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5582,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2405,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3556,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2569,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2423,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3532,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7956,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2425,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6970,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5312,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2568,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7409,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9219,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2579,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-8223,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7336,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9252,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5300,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7665,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1994,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3760,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-692,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3633,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7374,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2098,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2205,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4610,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5275,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2247,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3927,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-259,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6112,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7390,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2420,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-264,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6214,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-252,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-142,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7384,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-211,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4384,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4383,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7375,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2163,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3932,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4861,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7972,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-3831,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-5584,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1986,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7387,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2573,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-319,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-313,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9010,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2539,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6331,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1987,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2043,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7910,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6775,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-1776,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6786,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6291,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6213,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2415,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9336,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7837,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-7267,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-4848,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9122,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2574,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6282,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-2263,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-6289,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-9087,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
GLC-REAL-130,observed_landslide,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0001,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0002,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0003,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0004,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0005,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0006,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0007,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0008,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0009,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0010,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0011,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0012,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0013,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0014,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0015,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0016,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0017,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0018,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0019,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0020,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0021,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0022,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0023,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0024,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0025,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0026,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0027,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0028,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0029,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0030,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0031,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0032,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0033,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0034,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0035,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0036,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0037,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0038,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0039,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0040,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0041,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0042,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0043,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0044,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0045,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0046,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0047,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0048,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0049,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0050,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0051,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0052,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0053,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0054,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
BG-NER-0055,background,,,,,,,ISRIC_SoilGrids_2.0_Unavailable,API_503_SERVICE_TEMPORARILY_UNAVAILABLE
