sample_id,date,lat,lon,elevation_m,slope_deg,aspect_deg,state,district,corridor,split_target,geology,trigger,label,source,sample_type
NON-LS-BG-0115,2020-04-15,27.5308,88.3032,538.0,4.78,90.3,Sikkim,East Sikkim,Sikkim & NH-10 Corridor,TRAIN,Disang Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0116,2018-02-14,27.3513,88.6191,1183.2,13.02,29.8,Sikkim,North Sikkim,Sikkim & NH-10 Corridor,TRAIN,Quartzite Schist,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0117,2020-04-15,27.3722,88.3227,1158.4,6.75,203.9,Sikkim,West Sikkim,Sikkim & NH-10 Corridor,TRAIN,Schist & Phyllite,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0118,2022-08-05,27.2832,88.5318,2056.4,42.26,58.3,Sikkim,East Sikkim,Sikkim & NH-10 Corridor,TRAIN,Granite Gneiss,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0119,2020-06-25,27.5391,88.6232,2086.6,40.39,27.0,Sikkim,East Sikkim,Sikkim & NH-10 Corridor,TRAIN,Granite Gneiss,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0120,2020-09-22,27.4597,88.4477,1649.0,35.76,250.1,Sikkim,South Sikkim,Sikkim & NH-10 Corridor,TRAIN,Disang Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
LS-POS-0121,2020-07-10,25.2589,92.0607,1211.0,34.01,231.5,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,Cherrapunji Torrential Deluge,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0122,2019-06-28,25.3585,91.5824,1808.2,48.68,231.9,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,Cherrapunji Torrential Deluge,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0123,2021-08-14,25.4897,91.7372,1339.4,36.87,56.9,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,Cherrapunji Torrential Deluge,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0124,2019-08-08,25.3853,92.4494,1405.8,42.41,125.3,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,Multi-Day Monsoonal Flush,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0125,2020-07-10,25.5198,92.4225,1794.3,42.43,219.0,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,Multi-Day Monsoonal Flush,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0126,2020-09-22,25.4101,91.8465,1410.7,42.58,199.6,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,Multi-Day Monsoonal Flush,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0127,2018-07-22,25.4716,92.0115,1511.7,48.23,51.6,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,Escarpment Undercutting,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0128,2022-08-05,25.498,91.5202,1724.7,43.64,59.2,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,Multi-Day Monsoonal Flush,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0129,2019-08-08,25.1854,91.5357,1329.8,44.78,186.1,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,Escarpment Undercutting,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0130,2021-09-02,25.4429,91.5032,1317.3,38.53,49.8,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,Escarpment Undercutting,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0131,2019-06-28,25.5451,91.9064,1234.3,46.95,69.1,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,Cherrapunji Torrential Deluge,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0132,2022-08-05,25.317,92.3352,1794.7,42.28,62.5,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,Cherrapunji Torrential Deluge,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0133,2020-06-25,25.3106,92.2959,1080.6,50.27,95.3,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,Multi-Day Monsoonal Flush,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0134,2022-05-18,25.4618,91.8326,907.8,53.32,92.0,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,Multi-Day Monsoonal Flush,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0135,2021-08-14,25.3085,92.2203,1546.0,35.39,54.4,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,Cherrapunji Torrential Deluge,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0136,2018-07-22,25.508,92.3171,1307.4,40.61,277.8,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,Cherrapunji Torrential Deluge,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0137,2021-09-02,25.4738,92.1225,1400.9,33.91,178.9,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,Multi-Day Monsoonal Flush,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0138,2022-07-19,25.1824,91.7092,1533.3,33.67,267.7,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,Cherrapunji Torrential Deluge,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0139,2021-09-02,25.2891,92.1441,1415.7,37.87,236.3,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,Cherrapunji Torrential Deluge,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0140,2021-06-25,25.4848,92.1626,1530.1,45.61,280.4,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,Cherrapunji Torrential Deluge,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0141,2018-09-02,25.1617,92.2845,978.9,39.37,195.2,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,Multi-Day Monsoonal Flush,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0142,2019-09-15,25.4527,91.7458,1043.1,33.85,115.1,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,Cherrapunji Torrential Deluge,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0143,2018-07-22,25.4036,92.013,1629.8,34.35,137.3,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,Escarpment Undercutting,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0144,2022-05-18,25.403,92.3854,952.5,52.62,202.2,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,Cherrapunji Torrential Deluge,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0145,2022-08-05,25.2884,92.0899,895.7,51.17,249.7,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,Multi-Day Monsoonal Flush,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0146,2018-07-22,25.1598,91.521,1173.6,42.75,118.9,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,Escarpment Undercutting,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0147,2022-08-05,25.5488,91.9049,1301.4,35.6,271.8,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,Cherrapunji Torrential Deluge,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0148,2021-09-02,25.4591,91.7186,981.3,51.1,276.5,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,Cherrapunji Torrential Deluge,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0149,2018-08-18,25.5358,92.2221,1292.3,38.86,53.4,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,Multi-Day Monsoonal Flush,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0150,2022-09-15,25.4107,91.8501,1714.4,42.41,86.5,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,Cherrapunji Torrential Deluge,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0151,2021-07-28,25.3315,92.0038,867.9,49.53,169.8,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,Multi-Day Monsoonal Flush,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0152,2022-09-15,25.1505,92.0684,1457.3,37.45,117.6,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,Cherrapunji Torrential Deluge,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0153,2021-08-14,25.469,91.7948,1305.2,32.26,207.0,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,Escarpment Undercutting,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0154,2020-06-25,25.2667,92.1602,1710.1,49.16,110.4,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,Multi-Day Monsoonal Flush,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0155,2018-06-14,25.5447,91.6354,1348.9,45.6,184.8,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,Escarpment Undercutting,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0156,2019-08-08,25.1851,91.8331,883.2,33.73,99.2,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,Escarpment Undercutting,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0157,2019-07-12,25.4273,92.2804,891.2,46.75,205.6,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,Multi-Day Monsoonal Flush,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0158,2019-08-08,25.3966,92.0823,1148.8,52.57,223.4,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,Escarpment Undercutting,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0159,2020-08-11,25.3712,92.0676,1633.8,42.58,240.7,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,Escarpment Undercutting,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
LS-POS-0160,2021-06-25,25.3873,92.1178,1329.3,45.55,94.2,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,Escarpment Undercutting,1,ISRO_ATLAS,POSITIVE_LANDSLIDE
NON-LS-BG-0161,2021-02-10,25.3493,92.0276,1388.4,4.74,145.2,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0162,2021-02-10,25.2382,91.8975,880.5,12.09,267.4,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0163,2020-06-25,25.3202,91.8286,1045.5,29.71,157.9,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0164,2022-07-19,25.4401,91.9623,1540.3,36.29,102.2,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0165,2019-01-18,25.2937,91.8647,1138.8,12.03,327.3,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0166,2021-08-14,25.2219,91.7257,1636.8,33.56,213.5,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0167,2018-06-14,25.1881,92.1195,987.5,35.98,278.5,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0168,2020-07-10,25.2023,92.4213,1127.0,33.42,161.6,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0169,2022-08-05,25.4178,91.6385,1122.7,9.05,136.6,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0170,2022-08-05,25.3922,91.8389,1205.5,11.38,97.1,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0171,2022-09-15,25.1728,92.0046,1602.6,44.27,31.9,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0172,2018-07-22,25.1913,92.0554,1357.9,42.68,116.3,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0173,2021-06-25,25.5392,92.0511,930.4,32.22,51.7,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0174,2019-06-28,25.5259,92.1963,839.9,38.17,346.8,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0175,2019-09-15,25.2521,92.1286,1644.0,31.35,311.3,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0176,2022-03-30,25.4574,91.6075,1463.6,13.02,141.8,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0177,2020-11-12,25.4105,91.6013,1328.0,13.99,357.6,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0178,2019-01-18,25.451,91.586,964.4,3.31,240.3,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0179,2019-08-08,25.4731,92.2242,1465.8,7.23,2.1,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0180,2022-05-18,25.2798,91.8481,1070.2,35.42,160.0,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0181,2018-04-10,25.2174,92.1104,1428.0,8.01,172.5,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0182,2021-08-14,25.1603,91.8242,1054.5,33.12,142.0,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0183,2021-09-02,25.3698,92.2095,1384.8,8.25,233.1,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0184,2018-07-22,25.5092,91.7313,1593.1,2.72,59.9,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0185,2019-08-08,25.1859,92.1818,1073.9,13.72,245.2,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0186,2018-09-02,25.2226,91.9989,1378.4,40.12,152.8,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0187,2022-09-15,25.1848,92.275,1047.9,33.52,318.3,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0188,2018-02-14,25.2412,91.7014,1281.8,6.93,85.3,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0189,2019-06-28,25.479,91.9026,1337.5,35.56,60.5,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0190,2019-08-08,25.4447,92.3197,893.5,3.15,196.8,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0191,2022-06-18,25.2428,91.8714,1265.6,41.54,145.6,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0192,2019-12-05,25.3213,92.1817,1362.0,13.9,208.2,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0193,2019-07-12,25.2597,91.5754,764.4,34.5,127.8,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0194,2019-09-15,25.1778,91.9931,746.6,45.85,234.3,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0195,2018-08-18,25.3632,91.8081,1008.0,10.03,263.0,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0196,2020-11-12,25.3361,91.5571,1233.9,13.49,61.4,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0197,2022-07-19,25.3138,91.9016,1489.5,29.15,54.9,Meghalaya,East Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0198,2019-09-15,25.547,92.3807,1211.9,42.05,271.9,Meghalaya,East Khasi Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Limestone Karst,None (Stable Steep Terrain),0,STABLE_REFERENCE,STEEP_STABLE
NON-LS-BG-0199,2021-06-25,25.2011,92.2848,1450.3,10.5,129.6,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Sandstone & Shale,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
NON-LS-BG-0200,2018-04-10,25.1851,92.3901,1225.5,5.67,185.6,Meghalaya,West Jaintia Hills,Meghalaya Southern Escarpment & NH-6,TRAIN,Silty Clay Loam Bedrock,None (Stable Terrain),0,STABLE_REFERENCE,BACKGROUND_STABLE
LS-POS-0201,2019-07-12,25.3258,93.0488,1144.3,44.73,265.7,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,Railway Cut Slope Failure,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0202,2021-08-14,25.1642,93.2012,1053.7,43.73,153.8,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,Toe Erosion by Jatinga River,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0203,2018-06-14,25.1021,93.128,672.7,47.46,294.1,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Barail Sandstone,Railway Cut Slope Failure,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0204,2021-06-25,25.1961,93.0925,978.3,29.85,144.2,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,Railway Cut Slope Failure,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0205,2022-08-05,25.0705,92.8603,518.7,47.19,163.7,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Pre-Monsoon Cloudburst,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0206,2022-07-19,25.0817,93.1063,577.7,39.63,197.4,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,Pre-Monsoon Cloudburst,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0207,2022-07-19,25.1075,92.9347,773.8,42.59,91.1,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,Railway Cut Slope Failure,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0208,2022-05-18,25.0724,93.1631,613.7,29.91,107.8,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Pre-Monsoon Cloudburst,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0209,2018-08-18,25.1162,92.9195,898.7,44.66,144.3,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,Railway Cut Slope Failure,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0210,2022-09-15,25.1742,93.181,955.5,42.92,50.2,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,Toe Erosion by Jatinga River,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0211,2022-06-18,25.1279,93.1541,520.1,37.78,214.9,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Railway Cut Slope Failure,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0212,2022-08-05,25.1097,92.8758,451.1,34.17,116.8,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,Pre-Monsoon Cloudburst,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0213,2022-08-05,25.0948,92.9009,1051.2,31.36,277.1,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,Railway Cut Slope Failure,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0214,2018-07-22,25.1677,93.2325,517.2,28.25,163.2,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Railway Cut Slope Failure,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0215,2019-09-15,25.1264,93.1863,448.1,45.84,286.7,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,Pre-Monsoon Cloudburst,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0216,2019-06-28,25.241,93.0956,468.7,37.4,57.9,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Railway Cut Slope Failure,1,GSI_NLSM,POSITIVE_LANDSLIDE
LS-POS-0217,2022-09-15,25.0614,93.1485,901.1,43.65,149.7,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Railway Cut Slope Failure,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0218,2019-06-28,25.1886,93.2466,1128.6,46.73,193.4,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,TRAIN,Tertiary Clay Shale,Pre-Monsoon Cloudburst,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0219,2019-09-15,25.2992,92.8775,729.7,27.82,213.7,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Pre-Monsoon Cloudburst,1,NDRF_INCIDENTS,POSITIVE_LANDSLIDE
LS-POS-0220,2022-06-18,25.1646,92.9323,508.6,39.53,132.0,Assam,Cachar,Assam Barail Range & Dima Hasao,TRAIN,Disang Siltstone,Railway Cut Slope Failure,1,GSI_NLSM,POSITIVE_LANDSLIDE
