sample_id,date,lat,lon,rainfall_24h_mm,rainfall_72h_mm,rainfall_surround_max_mm,rainfall_source,rainfall_data_pedigree,rainfall_is_missing
NON-LS-BG-0187,2022-09-15,25.1848,92.275,17.79,66.01,31.9,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0188,2018-02-14,25.2412,91.7014,0.01,0.01,0.01,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0189,2019-06-28,25.479,91.9026,59.09,265.17,128.17,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0190,2019-08-08,25.4447,92.3197,16.02,22.16,20.83,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0191,2022-06-18,25.2428,91.8714,148.32,350.89,192.82,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0192,2019-12-05,25.3213,92.1817,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0193,2019-07-12,25.2597,91.5754,61.01,282.65,136.61,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0194,2019-09-15,25.1778,91.9931,12.69,144.53,69.86,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0195,2018-08-18,25.3632,91.8081,0.72,34.55,16.7,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0196,2020-11-12,25.3361,91.5571,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0197,2022-07-19,25.3138,91.9016,24.7,72.07,34.83,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0198,2019-09-15,25.547,92.3807,7.46,77.7,37.55,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0199,2021-06-25,25.2011,92.2848,13.12,64.04,30.95,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0200,2018-04-10,25.1851,92.3901,8.31,36.5,17.64,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0201,2019-07-12,25.3258,93.0488,22.56,77.73,37.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0202,2021-08-14,25.1642,93.2012,13.48,35.92,17.52,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0203,2018-06-14,25.1021,93.128,46.45,171.4,82.84,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0204,2021-06-25,25.1961,93.0925,1.86,25.24,12.2,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0205,2022-08-05,25.0705,92.8603,7.56,21.89,10.58,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0206,2022-07-19,25.0817,93.1063,4.69,24.81,11.99,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0207,2022-07-19,25.1075,92.9347,4.69,24.81,11.99,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0208,2022-05-18,25.0724,93.1631,25.16,106.92,51.68,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0209,2018-08-18,25.1162,92.9195,1.24,30.64,14.81,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0210,2022-09-15,25.1742,93.181,4.31,18.16,8.78,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0211,2022-06-18,25.1279,93.1541,77.92,162.18,101.3,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0212,2022-08-05,25.1097,92.8758,7.56,21.89,10.58,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0213,2022-08-05,25.0948,92.9009,7.56,21.89,10.58,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0214,2018-07-22,25.1677,93.2325,8.73,16.47,11.35,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0215,2019-09-15,25.1264,93.1863,2.81,29.33,14.18,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0216,2019-06-28,25.241,93.0956,16.08,78.35,37.87,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0217,2022-09-15,25.0614,93.1485,4.31,18.16,8.78,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0218,2019-06-28,25.1886,93.2466,16.08,78.35,37.87,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0219,2019-09-15,25.2992,92.8775,3.35,23.08,11.16,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0220,2022-06-18,25.1646,92.9323,77.92,162.18,101.3,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0221,2020-07-10,25.0876,93.0397,25.41,41.23,33.03,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0222,2022-08-05,25.3284,92.9398,6.71,17.63,8.72,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0223,2019-08-08,25.0865,92.929,15.8,19.52,20.54,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0224,2020-09-22,25.3257,92.9509,26.47,48.2,34.41,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0225,2022-09-15,25.146,93.1513,4.31,18.16,8.78,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0226,2018-06-14,25.2953,92.9354,31.05,143.64,69.43,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0227,2019-09-15,25.1393,93.076,2.81,29.33,14.18,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0228,2020-08-11,25.0528,92.9487,22.88,41.49,29.74,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0229,2018-09-02,25.2727,93.176,4.83,26.9,13.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0230,2020-08-11,25.2783,92.8641,12.31,25.28,16.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0231,2018-08-18,25.3026,93.0381,0.97,40.23,19.44,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0232,2022-05-18,25.2489,92.8508,25.16,106.92,51.68,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0233,2022-06-18,25.1943,93.1069,77.92,162.18,101.3,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0234,2019-07-12,25.0569,92.9788,34.52,108.5,52.44,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0235,2022-08-05,25.2975,93.0581,6.71,17.63,8.72,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0236,2022-08-05,25.2904,93.1566,6.71,17.63,8.72,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0237,2022-08-05,25.0855,93.014,7.56,21.89,10.58,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0238,2021-06-25,25.1504,92.8605,1.86,25.24,12.2,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0239,2020-07-10,25.0668,93.1911,25.41,41.23,33.03,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0240,2019-07-12,25.2618,93.1025,22.56,77.73,37.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0241,2021-07-28,25.1916,92.8554,6.92,15.1,9.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0242,2020-08-11,25.1849,93.1607,22.88,41.49,29.74,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0243,2022-10-25,25.2097,93.0144,13.43,55.66,26.9,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0244,2019-03-25,25.2863,93.0998,0.0,0.3,0.14,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0245,2019-08-08,25.2326,92.9898,15.8,19.52,20.54,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0246,2018-02-14,25.2135,93.2422,0.09,0.09,0.12,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0247,2021-09-02,25.1954,92.9163,2.83,15.01,7.25,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0248,2018-11-20,25.2748,92.9662,0.0,0.18,0.09,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0249,2019-01-18,25.0994,92.9821,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0250,2018-08-18,25.1216,93.0305,1.24,30.64,14.81,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0251,2022-07-19,25.2116,93.0491,4.69,24.81,11.99,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0252,2022-10-25,25.0782,92.9927,13.43,55.66,26.9,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0253,2022-06-18,25.2099,92.9132,77.92,162.18,101.3,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0254,2022-09-15,25.3403,93.1927,5.18,19.74,9.54,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0255,2018-11-20,25.2404,92.9164,0.0,0.2,0.1,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0256,2019-07-12,25.2658,93.2061,22.56,77.73,37.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0257,2018-07-22,25.2631,92.9757,6.86,13.9,8.92,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0258,2021-08-14,25.1233,92.8952,13.48,35.92,17.52,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0259,2021-04-20,25.2341,93.0242,3.33,23.53,11.37,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0260,2020-01-22,25.1475,93.1245,0.0,0.06,0.03,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0261,2019-01-18,25.1147,92.9942,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0262,2021-07-28,25.2495,92.9541,6.92,15.1,9.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0263,2022-10-25,25.3075,92.9669,17.21,55.32,26.74,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0264,2018-09-02,25.2385,93.0631,3.33,36.98,17.87,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0265,2021-07-28,25.1226,92.855,6.92,15.1,9.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0266,2022-10-25,25.0644,93.2112,13.43,55.66,26.9,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0267,2022-10-25,25.2094,93.1853,13.43,55.66,26.9,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0268,2018-08-18,25.1257,92.9381,1.24,30.64,14.81,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0269,2021-08-14,25.3137,93.0787,10.16,33.49,16.19,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0270,2019-01-18,25.1522,92.9159,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0271,2020-04-15,25.286,93.2383,6.66,6.66,8.66,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0272,2020-07-10,25.0713,92.9518,25.41,41.23,33.03,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0273,2019-07-12,25.1494,93.0428,34.52,108.5,52.44,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0274,2020-06-25,25.3032,92.964,18.1,40.7,23.53,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0275,2020-08-11,25.0842,92.9881,22.88,41.49,29.74,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0276,2021-11-05,25.1324,93.0078,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0277,2018-02-14,25.3362,93.1386,0.46,0.46,0.6,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0278,2019-09-15,25.256,92.8958,3.35,23.08,11.16,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0279,2018-04-10,25.0713,92.8821,4.55,22.86,11.05,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0280,2021-04-20,25.2296,93.0509,3.33,23.53,11.37,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0281,2018-06-14,25.759,94.2402,9.6,62.03,29.98,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0282,2022-09-15,25.7198,94.2685,7.36,58.72,28.38,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0283,2018-08-18,25.729,94.1855,4.16,18.02,8.71,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0284,2018-09-02,25.7738,94.2158,3.8,34.66,16.75,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0285,2022-08-05,25.7577,94.1291,13.01,28.55,16.91,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0286,2022-05-18,25.7552,94.0826,3.72,45.13,21.81,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0287,2022-06-18,25.7817,94.0776,20.11,52.81,26.14,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0288,2020-07-10,25.6083,94.1269,15.9,28.51,20.67,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0289,2019-06-28,25.694,94.0015,4.08,27.21,13.15,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0290,2022-05-18,25.7332,94.2982,4.62,40.48,19.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0291,2022-07-19,25.7021,94.1395,0.7,16.43,7.94,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0292,2018-09-02,25.848,94.1982,3.8,34.66,16.75,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0293,2018-08-18,25.7741,93.9987,4.31,32.81,15.86,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0294,2018-09-02,25.787,94.1493,3.8,34.66,16.75,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0295,2020-08-11,25.6397,94.1576,13.72,44.5,21.51,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0296,2021-09-02,25.6173,94.1883,18.22,36.21,23.69,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0297,2021-08-14,25.8264,94.1222,4.09,32.15,15.54,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0298,2021-08-14,25.8756,94.0768,4.09,32.15,15.54,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0299,2019-09-15,25.8868,94.0202,5.94,17.57,8.49,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0300,2020-08-11,25.865,94.1069,11.62,38.84,18.77,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0301,2021-08-14,25.7582,94.1714,4.09,32.15,15.54,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0302,2018-06-14,25.6602,94.2981,13.36,65.25,31.54,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0303,2019-09-15,25.6017,94.278,4.22,13.46,6.51,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0304,2021-06-25,25.8169,94.0481,4.27,32.67,15.79,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0305,2021-09-02,25.6217,94.2843,18.22,36.21,23.69,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0306,2021-07-28,25.6436,94.1985,1.81,10.61,5.13,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0307,2021-06-25,25.6799,93.9577,1.45,18.09,8.74,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0308,2018-09-02,25.7073,94.1767,3.47,26.42,12.77,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0309,2018-09-02,25.6215,94.1889,3.47,26.42,12.77,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0310,2020-06-25,25.8326,94.045,7.59,20.45,9.88,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0311,2019-07-12,25.7533,93.9664,7.52,29.78,14.39,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0312,2018-11-20,25.6306,94.0761,0.0,0.09,0.04,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0313,2020-07-10,25.7132,94.2874,15.9,28.51,20.67,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0314,2020-11-12,25.6763,94.2564,0.0,0.1,0.05,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0315,2021-11-05,25.6316,94.2236,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0316,2018-04-10,25.7428,93.9888,2.42,15.3,7.4,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0317,2019-09-15,25.8191,94.1767,7.34,22.04,10.65,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0318,2020-07-10,25.814,94.0197,13.77,32.44,17.9,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0319,2018-08-18,25.6726,94.2689,4.16,18.02,8.71,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0320,2020-09-22,25.889,94.1317,15.5,24.02,20.15,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0321,2022-09-15,25.6051,94.2196,7.36,58.72,28.38,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0322,2020-01-22,25.8217,94.0281,0.0,0.37,0.18,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0323,2022-01-15,25.8489,94.1622,0.0,2.96,1.43,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0324,2022-08-05,25.7452,94.2116,10.71,21.63,13.92,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0325,2020-11-12,25.8888,93.9765,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0326,2022-08-05,25.8433,94.1726,13.01,28.55,16.91,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0327,2021-04-20,25.807,94.2757,0.26,9.62,4.65,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0328,2022-03-30,25.7063,94.2822,0.03,0.61,0.29,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0329,2018-02-14,25.7298,93.9654,0.4,0.4,0.52,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0330,2020-11-12,25.8379,94.2488,0.01,0.05,0.02,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0331,2020-09-22,25.7377,94.2718,19.8,31.63,25.74,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0332,2022-01-15,25.8724,94.2803,0.0,2.96,1.43,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0333,2021-11-05,25.6696,94.1104,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0334,2019-09-15,25.6027,94.075,4.22,13.46,6.51,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0335,2018-09-02,25.8187,93.9834,2.61,24.63,11.9,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0336,2018-02-14,25.898,93.9657,0.99,0.99,1.29,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0337,2018-06-14,25.6827,94.1677,13.36,65.25,31.54,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0338,2018-06-14,25.6575,94.2714,13.36,65.25,31.54,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0339,2020-09-22,25.86,94.0489,15.3,27.98,19.89,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0340,2020-01-22,25.6847,94.0736,0.0,0.16,0.08,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0341,2021-07-28,27.3488,92.233,8.93,45.82,22.15,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0342,2018-09-02,27.1345,92.7115,4.67,15.12,7.31,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0343,2019-06-28,27.4856,92.5255,11.23,48.95,23.66,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0344,2019-09-15,27.3734,92.4458,5.78,22.38,10.82,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0345,2018-09-02,27.2521,92.2976,2.66,10.87,5.25,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0346,2021-09-02,27.5242,92.3747,16.59,52.4,25.33,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0347,2020-07-10,27.5033,92.7402,44.61,68.18,57.99,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0348,2018-09-02,27.1837,92.6074,4.67,15.12,7.31,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0349,2022-05-18,27.4161,92.1845,11.0,69.86,33.77,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0350,2019-08-08,27.5138,92.5532,4.69,7.97,6.1,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0351,2022-05-18,27.2723,92.1201,11.0,69.86,33.77,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0352,2018-09-02,27.4635,92.4653,2.66,10.87,5.25,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0353,2018-09-02,27.1126,92.6453,4.67,15.12,7.31,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0354,2021-09-02,27.3505,92.559,16.59,52.4,25.33,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0355,2022-08-05,27.1896,92.62,8.26,13.5,10.74,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0356,2018-08-18,27.4125,92.3058,1.63,4.7,2.27,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0357,2020-08-11,27.591,92.5082,2.91,11.58,5.6,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0358,2022-06-18,27.3058,92.7077,19.6,118.18,57.12,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0359,2019-08-08,27.4427,92.3161,4.69,7.97,6.1,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0360,2020-06-25,27.1995,92.3719,64.59,90.24,83.97,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0361,2022-06-18,27.1338,92.4372,29.18,191.91,92.76,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0362,2021-09-02,27.3114,92.3252,16.59,52.4,25.33,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0363,2022-08-05,27.3748,92.5484,5.83,9.64,7.58,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0364,2018-08-18,27.146,92.4894,0.66,4.08,1.97,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0365,2018-09-02,27.3818,92.3929,2.66,10.87,5.25,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0366,2018-09-02,27.153,92.2006,4.67,15.12,7.31,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0367,2018-06-14,27.4401,92.3653,11.93,64.34,31.1,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0368,2022-06-18,27.4629,92.5012,19.6,118.18,57.12,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0369,2021-02-10,27.4742,92.6945,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0370,2021-08-14,27.2146,92.4555,1.62,14.44,6.98,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0371,2022-06-18,27.1069,92.2614,29.18,191.91,92.76,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0372,2018-11-20,27.4034,92.5374,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0373,2022-07-19,27.2417,92.6114,1.78,9.12,4.41,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
